source,level,rank,russian,translations,detail_path,page_url
openrussian,B2,21,нау́ка,science,/ru/%D0%BD%D0%B0%D1%83'%D0%BA%D0%B0,https://en.openrussian.org/vocab/B2
openrussian,B2,22,собы́тие,event; happening,/ru/%D1%81%D0%BE%D0%B1%D1%8B'%D1%82%D0%B8%D0%B5,https://en.openrussian.org/vocab/B2
openrussian,B2,23,сою́з,union,/ru/%D1%81%D0%BE%D1%8E'%D0%B7,https://en.openrussian.org/vocab/B2
openrussian,B2,24,коро́ль,king,/ru/%D0%BA%D0%BE%D1%80%D0%BE'%D0%BB%D1%8C,https://en.openrussian.org/vocab/B2
openrussian,B2,25,полови́на,half,/ru/%D0%BF%D0%BE%D0%BB%D0%BE%D0%B2%D0%B8'%D0%BD%D0%B0,https://en.openrussian.org/vocab/B2
openrussian,B2,26,метр,metre,/ru/%D0%BC%D0%B5%D1%82%D1%80,https://en.openrussian.org/vocab/B2
openrussian,B2,27,отда́ть,"to give back; To dedicate or give up (something, like time, energy, or effort); to send; to devote; to cast (anchor); to recoil (of a gun); to give away (hand over)",/ru/%D0%BE%D1%82%D0%B4%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2
openrussian,B2,28,ве́ра,faith,/ru/%D0%B2%D0%B5'%D1%80%D0%B0,https://en.openrussian.org/vocab/B2
openrussian,B2,29,кивну́ть,to nod,/ru/%D0%BA%D0%B8%D0%B2%D0%BD%D1%83'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2
openrussian,B2,30,о́бласть,area; sphere,/ru/%D0%BE'%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/B2
openrussian,B2,31,исче́знуть,disappear,/ru/%D0%B8%D1%81%D1%87%D0%B5'%D0%B7%D0%BD%D1%83%D1%82%D1%8C,https://en.openrussian.org/vocab/B2
openrussian,B2,32,ситуа́ция,situation,/ru/%D1%81%D0%B8%D1%82%D1%83%D0%B0'%D1%86%D0%B8%D1%8F,https://en.openrussian.org/vocab/B2
openrussian,B2,33,ку́хня,kitchen,/ru/%D0%BA%D1%83'%D1%85%D0%BD%D1%8F,https://en.openrussian.org/vocab/B2
openrussian,B2,34,наде́жда,hope,/ru/%D0%BD%D0%B0%D0%B4%D0%B5'%D0%B6%D0%B4%D0%B0,https://en.openrussian.org/vocab/B2
openrussian,B2,35,род,generation; (taxonomy) genus; sort; (grammar) gender,/ru/%D1%80%D0%BE%D0%B4,https://en.openrussian.org/vocab/B2
openrussian,B2,36,офице́р,officer,/ru/%D0%BE%D1%84%D0%B8%D1%86%D0%B5'%D1%80,https://en.openrussian.org/vocab/B2
openrussian,B2,37,си́ний,blue; drunk,/ru/%D1%81%D0%B8'%D0%BD%D0%B8%D0%B9,https://en.openrussian.org/vocab/B2
openrussian,B2,38,тече́ние,current; course; tendency,/ru/%D1%82%D0%B5%D1%87%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/B2
openrussian,B2,39,информа́ция,information,/ru/%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0'%D1%86%D0%B8%D1%8F,https://en.openrussian.org/vocab/B2
openrussian,B2,40,получи́ться,To succeed; To happen; to be received,/ru/%D0%BF%D0%BE%D0%BB%D1%83%D1%87%D0%B8'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B2
openrussian,B2,41,тёплый,warm,/ru/%D1%82%D1%91%D0%BF%D0%BB%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2
openrussian,B2,42,мо́лча,silently,/ru/%D0%BC%D0%BE'%D0%BB%D1%87%D0%B0,https://en.openrussian.org/vocab/B2
openrussian,B2,43,неме́цкий,German,/ru/%D0%BD%D0%B5%D0%BC%D0%B5'%D1%86%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/B2
openrussian,B2,44,ви́димо,apparently,/ru/%D0%B2%D0%B8'%D0%B4%D0%B8%D0%BC%D0%BE,https://en.openrussian.org/vocab/B2
openrussian,B2,45,бить,to beat; to chime; to clap,/ru/%D0%B1%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B2
openrussian,B2,46,ча́стый,frequent,/ru/%D1%87%D0%B0'%D1%81%D1%82%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2
openrussian,B2,47,по́здний,late,/ru/%D0%BF%D0%BE'%D0%B7%D0%B4%D0%BD%D0%B8%D0%B9,https://en.openrussian.org/vocab/B2
openrussian,B2,48,созда́ть,to create,/ru/%D1%81%D0%BE%D0%B7%D0%B4%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2
openrussian,B2,49,со́рок,forty,/ru/%D1%81%D0%BE'%D1%80%D0%BE%D0%BA,https://en.openrussian.org/vocab/B2
openrussian,B2,50,грани́ца,border,/ru/%D0%B3%D1%80%D0%B0%D0%BD%D0%B8'%D1%86%D0%B0,https://en.openrussian.org/vocab/B2
openrussian,B2,51,слеза́,tear,/ru/%D1%81%D0%BB%D0%B5%D0%B7%D0%B0',https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,52,поско́льку,since,/ru/%D0%BF%D0%BE%D1%81%D0%BA%D0%BE'%D0%BB%D1%8C%D0%BA%D1%83,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,53,расска́з,story,/ru/%D1%80%D0%B0%D1%81%D1%81%D0%BA%D0%B0'%D0%B7,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,54,вспомина́ть,to recall or remember,/ru/%D0%B2%D1%81%D0%BF%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,55,получа́ть,Receive,/ru/%D0%BF%D0%BE%D0%BB%D1%83%D1%87%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,56,трава́,grass; weed; herb,/ru/%D1%82%D1%80%D0%B0%D0%B2%D0%B0',https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,57,упа́сть,to fall (6),/ru/%D1%83%D0%BF%D0%B0'%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,58,три́дцать,thirty,/ru/%D1%82%D1%80%D0%B8'%D0%B4%D1%86%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,59,борьба́,struggle; wrestling,/ru/%D0%B1%D0%BE%D1%80%D1%8C%D0%B1%D0%B0',https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,60,доста́ть,to reach; to take; to get; to annoy,/ru/%D0%B4%D0%BE%D1%81%D1%82%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,61,ше́я,neck,/ru/%D1%88%D0%B5'%D1%8F,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,62,деся́ток,dozen; ten (set of ten),/ru/%D0%B4%D0%B5%D1%81%D1%8F'%D1%82%D0%BE%D0%BA,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,63,наде́яться,to hope,/ru/%D0%BD%D0%B0%D0%B4%D0%B5'%D1%8F%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,64,толпа́,crowd,/ru/%D1%82%D0%BE%D0%BB%D0%BF%D0%B0',https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,65,моско́вский,Moscow,/ru/%D0%BC%D0%BE%D1%81%D0%BA%D0%BE'%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,66,пра́вило,rule,/ru/%D0%BF%D1%80%D0%B0'%D0%B2%D0%B8%D0%BB%D0%BE,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,67,прави́ло,(hunters jargon) tail / brush of an animal; straightener; rudder,/ru/%D0%BF%D1%80%D0%B0%D0%B2%D0%B8'%D0%BB%D0%BE,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,68,слать,to send,/ru/%D1%81%D0%BB%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,69,придти́сь,to fit; have to,/ru/%D0%BF%D1%80%D0%B8%D0%B4%D1%82%D0%B8'%D1%81%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,70,вздохну́ть,to sigh,/ru/%D0%B2%D0%B7%D0%B4%D0%BE%D1%85%D0%BD%D1%83'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,71,уве́ренный,assured; confident,/ru/%D1%83%D0%B2%D0%B5'%D1%80%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,72,неизве́стный,unknown,/ru/%D0%BD%D0%B5%D0%B8%D0%B7%D0%B2%D0%B5'%D1%81%D1%82%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,73,програ́мма,program,/ru/%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0'%D0%BC%D0%BC%D0%B0,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,74,фами́лия,last name,/ru/%D1%84%D0%B0%D0%BC%D0%B8'%D0%BB%D0%B8%D1%8F,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,75,звук,sound,/ru/%D0%B7%D0%B2%D1%83%D0%BA,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,76,рома́н,novel,/ru/%D1%80%D0%BE%D0%BC%D0%B0'%D0%BD,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,77,неожи́данно,unexpectedly,/ru/%D0%BD%D0%B5%D0%BE%D0%B6%D0%B8'%D0%B4%D0%B0%D0%BD%D0%BD%D0%BE,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,78,вон,out,/ru/%D0%B2%D0%BE%D0%BD,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,79,то́нкий,Thin,/ru/%D1%82%D0%BE'%D0%BD%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,80,вну́тренний,inner (adj),/ru/%D0%B2%D0%BD%D1%83'%D1%82%D1%80%D0%B5%D0%BD%D0%BD%D0%B8%D0%B9,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,81,роль,role,/ru/%D1%80%D0%BE%D0%BB%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,82,созна́ние,consciousness,/ru/%D1%81%D0%BE%D0%B7%D0%BD%D0%B0'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,83,ве́рный,true; loyal/faithful,/ru/%D0%B2%D0%B5'%D1%80%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,84,кома́нда,team; command,/ru/%D0%BA%D0%BE%D0%BC%D0%B0'%D0%BD%D0%B4%D0%B0,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,85,прекра́сный,wonderful,/ru/%D0%BF%D1%80%D0%B5%D0%BA%D1%80%D0%B0'%D1%81%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,86,петь,sing,/ru/%D0%BF%D0%B5%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,87,магази́н,shop,/ru/%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8'%D0%BD,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,88,впервы́е,for the first time,/ru/%D0%B2%D0%BF%D0%B5%D1%80%D0%B2%D1%8B'%D0%B5,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,89,америка́нский,American,/ru/%D0%B0%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0'%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,90,во́рот,collar (of a shirt),/ru/%D0%B2%D0%BE'%D1%80%D0%BE%D1%82,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,91,прости́ть,to forgive,/ru/%D0%BF%D1%80%D0%BE%D1%81%D1%82%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,92,полко́вник,colonel,/ru/%D0%BF%D0%BE%D0%BB%D0%BA%D0%BE'%D0%B2%D0%BD%D0%B8%D0%BA,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,93,приро́да,nature,/ru/%D0%BF%D1%80%D0%B8%D1%80%D0%BE'%D0%B4%D0%B0,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,94,си́льно,strongly,/ru/%D1%81%D0%B8'%D0%BB%D1%8C%D0%BD%D0%BE,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,95,за́пах,smell; wrap over,/ru/%D0%B7%D0%B0'%D0%BF%D0%B0%D1%85,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,96,поэ́т,poet,/ru/%D0%BF%D0%BE%D1%8D'%D1%82,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,97,райо́н,region,/ru/%D1%80%D0%B0%D0%B9%D0%BE'%D0%BD,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,98,лист,leaf (of a plant),/ru/%D0%BB%D0%B8%D1%81%D1%82,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,99,лист,sheet of paper; document,/ru/%D0%BB%D0%B8%D1%81%D1%82,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,100,переста́ть,to cease/stop/quit,/ru/%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D1%82%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=50
openrussian,B2,101,стекло́,glass; pane,/ru/%D1%81%D1%82%D0%B5%D0%BA%D0%BB%D0%BE',https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,102,коли́чество,quantity; amount,/ru/%D0%BA%D0%BE%D0%BB%D0%B8'%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,103,эта́ж,floor,/ru/%D1%8D%D1%82%D0%B0'%D0%B6,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,104,тип,type; character; man; like,/ru/%D1%82%D0%B8%D0%BF,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,105,пожа́ловать,to give; to come,/ru/%D0%BF%D0%BE%D0%B6%D0%B0'%D0%BB%D0%BE%D0%B2%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,106,свобо́да,freedom,/ru/%D1%81%D0%B2%D0%BE%D0%B1%D0%BE'%D0%B4%D0%B0,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,107,сапо́г,boot; wader; very long boot,/ru/%D1%81%D0%B0%D0%BF%D0%BE'%D0%B3,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,108,суд,law-court; hearing,/ru/%D1%81%D1%83%D0%B4,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,109,чей,whose,/ru/%D1%87%D0%B5%D0%B9,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,110,дед,grandfather,/ru/%D0%B4%D0%B5%D0%B4,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,111,лоб,forehead,/ru/%D0%BB%D0%BE%D0%B1,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,112,кре́сло,armchair; responsible position,/ru/%D0%BA%D1%80%D0%B5'%D1%81%D0%BB%D0%BE,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,113,дочь,daughter,/ru/%D0%B4%D0%BE%D1%87%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,114,серьёзный,serious,/ru/%D1%81%D0%B5%D1%80%D1%8C%D1%91%D0%B7%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,115,ожида́ть,to wait for someone or something; to expect,/ru/%D0%BE%D0%B6%D0%B8%D0%B4%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,116,хара́ктер,character; type; nature,/ru/%D1%85%D0%B0%D1%80%D0%B0'%D0%BA%D1%82%D0%B5%D1%80,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,117,о́пыт,experience,/ru/%D0%BE'%D0%BF%D1%8B%D1%82,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,118,пло́щадь,area (geometry); square; space,/ru/%D0%BF%D0%BB%D0%BE'%D1%89%D0%B0%D0%B4%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,119,вновь,again; newly,/ru/%D0%B2%D0%BD%D0%BE%D0%B2%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,120,появля́ться,to appear,/ru/%D0%BF%D0%BE%D1%8F%D0%B2%D0%BB%D1%8F'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,121,управле́ние,administration; management; Control,/ru/%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,122,свя́занный,connected (with something),/ru/%D1%81%D0%B2%D1%8F'%D0%B7%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,123,мне́ние,opinion,/ru/%D0%BC%D0%BD%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,124,впереди́,in front; ahead; before,/ru/%D0%B2%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B8',https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,125,испо́льзовать,to use; utilize,/ru/%D0%B8%D1%81%D0%BF%D0%BE'%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,126,взгляну́ть,to glance,/ru/%D0%B2%D0%B7%D0%B3%D0%BB%D1%8F%D0%BD%D1%83'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,127,револю́ция,revolution,/ru/%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E'%D1%86%D0%B8%D1%8F,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,128,улы́бка,smile,/ru/%D1%83%D0%BB%D1%8B'%D0%B1%D0%BA%D0%B0,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,129,рост,"growth (in a living organism); growth (in quantity, prices, etc); height",/ru/%D1%80%D0%BE%D1%81%D1%82,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,130,ло́шадь,horse,/ru/%D0%BB%D0%BE'%D1%88%D0%B0%D0%B4%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,131,глубо́кий,deep,/ru/%D0%B3%D0%BB%D1%83%D0%B1%D0%BE'%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,132,ле́вый,left,/ru/%D0%BB%D0%B5'%D0%B2%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,133,ко́жа,skin,/ru/%D0%BA%D0%BE'%D0%B6%D0%B0,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,134,при́шлый,alien; foreign,/ru/%D0%BF%D1%80%D0%B8'%D1%88%D0%BB%D1%8B%D0%B9,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,135,звезда́,star; famous person; name of service module on the International Space Station,/ru/%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4%D0%B0',https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,136,по́езд,train,/ru/%D0%BF%D0%BE'%D0%B5%D0%B7%D0%B4,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,137,протяну́ть,to hand; to hold out or extend; reach out,/ru/%D0%BF%D1%80%D0%BE%D1%82%D1%8F%D0%BD%D1%83'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,138,служи́ть,to serve (eg. in the military); to serve (someone or something),/ru/%D1%81%D0%BB%D1%83%D0%B6%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,139,уе́хать,leave,/ru/%D1%83%D0%B5'%D1%85%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,140,пове́рить,to believe; to believe in,/ru/%D0%BF%D0%BE%D0%B2%D0%B5'%D1%80%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,141,ба́ба,peasant old woman,/ru/%D0%B1%D0%B0'%D0%B1%D0%B0,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,142,не́чего,nothing,/ru/%D0%BD%D0%B5'%D1%87%D0%B5%D0%B3%D0%BE,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,143,цвето́к,flower,/ru/%D1%86%D0%B2%D0%B5%D1%82%D0%BE'%D0%BA,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,144,жела́ние,desire; wish,/ru/%D0%B6%D0%B5%D0%BB%D0%B0'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,145,боле́знь,illness,/ru/%D0%B1%D0%BE%D0%BB%D0%B5'%D0%B7%D0%BD%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,146,вызыва́ть,summon; cause; trigger,/ru/%D0%B2%D1%8B%D0%B7%D1%8B%D0%B2%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,147,называ́ться,to be called; to identify oneself,/ru/%D0%BD%D0%B0%D0%B7%D1%8B%D0%B2%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,148,встре́тить,meet,/ru/%D0%B2%D1%81%D1%82%D1%80%D0%B5'%D1%82%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,149,сосе́д,neighbour,/ru/%D1%81%D0%BE%D1%81%D0%B5'%D0%B4,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,150,приме́р,example,/ru/%D0%BF%D1%80%D0%B8%D0%BC%D0%B5'%D1%80,https://en.openrussian.org/vocab/B2?start=100
openrussian,B2,151,разгова́ривать,speak,/ru/%D1%80%D0%B0%D0%B7%D0%B3%D0%BE%D0%B2%D0%B0'%D1%80%D0%B8%D0%B2%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=150
openrussian,B2,152,позво́лить,let or allow; to afford,/ru/%D0%BF%D0%BE%D0%B7%D0%B2%D0%BE'%D0%BB%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=150
openrussian,B2,153,обнару́жить,discover; realize,/ru/%D0%BE%D0%B1%D0%BD%D0%B0%D1%80%D1%83'%D0%B6%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B2?start=150
openrussian,B2,154,да́ма,lady; queen playing card,/ru/%D0%B4%D0%B0'%D0%BC%D0%B0,https://en.openrussian.org/vocab/B2?start=150
openrussian,B2,155,поверну́ться,turn,/ru/%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D0%BD%D1%83'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B2?start=150
openrussian,B2,156,о́рган,organ (anatomy),/ru/%D0%BE'%D1%80%D0%B3%D0%B0%D0%BD,https://en.openrussian.org/vocab/B2?start=150
openrussian,B2,157,орга́н,organ (instrument),/ru/%D0%BE%D1%80%D0%B3%D0%B0'%D0%BD,https://en.openrussian.org/vocab/B2?start=150
openrussian,B2,158,по́ле,a field; margins; brim,/ru/%D0%BF%D0%BE'%D0%BB%D0%B5,https://en.openrussian.org/vocab/B2?start=150
