source,level,rank,russian,translations,detail_path,page_url
openrussian,C2,13,образе́ц,sample; model; example,/ru/%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%B5'%D1%86,https://en.openrussian.org/vocab/C2
openrussian,C2,14,да́вний,old or long ago (adj),/ru/%D0%B4%D0%B0'%D0%B2%D0%BD%D0%B8%D0%B9,https://en.openrussian.org/vocab/C2
openrussian,C2,15,отве́тственный,responsible; crucial,/ru/%D0%BE%D1%82%D0%B2%D0%B5'%D1%82%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2
openrussian,C2,16,стесня́ться,to be shy/ashamed,/ru/%D1%81%D1%82%D0%B5%D1%81%D0%BD%D1%8F'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2
openrussian,C2,17,ску́чно,boringly,/ru/%D1%81%D0%BA%D1%83'%D1%87%D0%BD%D0%BE,https://en.openrussian.org/vocab/C2
openrussian,C2,18,поде́лать,to do (something); to accomplish a little; can’t do anything,/ru/%D0%BF%D0%BE%D0%B4%D0%B5'%D0%BB%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,19,напо́лнить,to fill up,/ru/%D0%BD%D0%B0%D0%BF%D0%BE'%D0%BB%D0%BD%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,20,выполне́ние,implementation,/ru/%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C2
openrussian,C2,21,факти́чески,actually; in fact,/ru/%D1%84%D0%B0%D0%BA%D1%82%D0%B8'%D1%87%D0%B5%D1%81%D0%BA%D0%B8,https://en.openrussian.org/vocab/C2
openrussian,C2,22,девя́тый,ninth,/ru/%D0%B4%D0%B5%D0%B2%D1%8F'%D1%82%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2
openrussian,C2,23,паде́ние,fall,/ru/%D0%BF%D0%B0%D0%B4%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C2
openrussian,C2,24,иму́щество,property,/ru/%D0%B8%D0%BC%D1%83'%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE,https://en.openrussian.org/vocab/C2
openrussian,C2,25,свали́ться,fall down from (reflexive); to gather (about dogs); to fall ill; to dump,/ru/%D1%81%D0%B2%D0%B0%D0%BB%D0%B8'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2
openrussian,C2,26,ток,"current (electricity, water, air); threshing-floor; mating-place (for birds); toque",/ru/%D1%82%D0%BE%D0%BA,https://en.openrussian.org/vocab/C2
openrussian,C2,27,напряжённый,tense/stressful,/ru/%D0%BD%D0%B0%D0%BF%D1%80%D1%8F%D0%B6%D1%91%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2
openrussian,C2,28,подосла́ть,send,/ru/%D0%BF%D0%BE%D0%B4%D0%BE%D1%81%D0%BB%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,29,прие́зд,arrival,/ru/%D0%BF%D1%80%D0%B8%D0%B5'%D0%B7%D0%B4,https://en.openrussian.org/vocab/C2
openrussian,C2,30,пляж,beach,/ru/%D0%BF%D0%BB%D1%8F%D0%B6,https://en.openrussian.org/vocab/C2
openrussian,C2,31,заболе́ть,get sick,/ru/%D0%B7%D0%B0%D0%B1%D0%BE%D0%BB%D0%B5'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,32,сюжет,plot,/ru/%D1%81%D1%8E%D0%B6%D0%B5%D1%82,https://en.openrussian.org/vocab/C2
openrussian,C2,33,слон,elephant; bishop (chess piece),/ru/%D1%81%D0%BB%D0%BE%D0%BD,https://en.openrussian.org/vocab/C2
openrussian,C2,34,просыпа́ться,wake up,/ru/%D0%BF%D1%80%D0%BE%D1%81%D1%8B%D0%BF%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2
openrussian,C2,35,просы́паться,spill,/ru/%D0%BF%D1%80%D0%BE%D1%81%D1%8B'%D0%BF%D0%B0%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2
openrussian,C2,36,монасты́рь,monastery,/ru/%D0%BC%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B'%D1%80%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,37,подро́сток,teenager,/ru/%D0%BF%D0%BE%D0%B4%D1%80%D0%BE'%D1%81%D1%82%D0%BE%D0%BA,https://en.openrussian.org/vocab/C2
openrussian,C2,38,бога́тство,riches,/ru/%D0%B1%D0%BE%D0%B3%D0%B0'%D1%82%D1%81%D1%82%D0%B2%D0%BE,https://en.openrussian.org/vocab/C2
openrussian,C2,39,пе́редо,in front of; before,/ru/%D0%BF%D0%B5'%D1%80%D0%B5%D0%B4%D0%BE,https://en.openrussian.org/vocab/C2
openrussian,C2,40,сле́довательно,consequently; therefore,/ru/%D1%81%D0%BB%D0%B5'%D0%B4%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE,https://en.openrussian.org/vocab/C2
openrussian,C2,41,дневни́к,diary,/ru/%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D0%B8'%D0%BA,https://en.openrussian.org/vocab/C2
openrussian,C2,42,жева́ть,to chew,/ru/%D0%B6%D0%B5%D0%B2%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,43,база́р,market,/ru/%D0%B1%D0%B0%D0%B7%D0%B0'%D1%80,https://en.openrussian.org/vocab/C2
openrussian,C2,44,испо́лнить,to fullfill; to perform,/ru/%D0%B8%D1%81%D0%BF%D0%BE'%D0%BB%D0%BD%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,45,пры́гнуть,jump,/ru/%D0%BF%D1%80%D1%8B'%D0%B3%D0%BD%D1%83%D1%82%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,46,про́волока,wire,/ru/%D0%BF%D1%80%D0%BE'%D0%B2%D0%BE%D0%BB%D0%BE%D0%BA%D0%B0,https://en.openrussian.org/vocab/C2
openrussian,C2,47,проволо́ка,wire,/ru/%D0%BF%D1%80%D0%BE%D0%B2%D0%BE%D0%BB%D0%BE'%D0%BA%D0%B0,https://en.openrussian.org/vocab/C2
openrussian,C2,48,запи́сывать,write down,/ru/%D0%B7%D0%B0%D0%BF%D0%B8'%D1%81%D1%8B%D0%B2%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,49,я́рость,rage,/ru/%D1%8F'%D1%80%D0%BE%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/C2
openrussian,C2,50,и́скренне,sincerely,/ru/%D0%B8'%D1%81%D0%BA%D1%80%D0%B5%D0%BD%D0%BD%D0%B5,https://en.openrussian.org/vocab/C2
openrussian,C2,51,уверя́ть,to assure,/ru/%D1%83%D0%B2%D0%B5%D1%80%D1%8F'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,52,хими́ческий,chemical,/ru/%D1%85%D0%B8%D0%BC%D0%B8'%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,53,око́нчить,finish; graduate from,/ru/%D0%BE%D0%BA%D0%BE'%D0%BD%D1%87%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,54,охраня́ть,to guard or protect,/ru/%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8F'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,55,необы́чный,unusual( simply indicates something uncommon or strange.),/ru/%D0%BD%D0%B5%D0%BE%D0%B1%D1%8B'%D1%87%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,56,заду́мываться,to think to yourself; wonder; to be lost in thought,/ru/%D0%B7%D0%B0%D0%B4%D1%83'%D0%BC%D1%8B%D0%B2%D0%B0%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,57,предыду́щий,previous,/ru/%D0%BF%D1%80%D0%B5%D0%B4%D1%8B%D0%B4%D1%83'%D1%89%D0%B8%D0%B9,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,58,кля́сться,to swear,/ru/%D0%BA%D0%BB%D1%8F'%D1%81%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,59,воротни́к,collar,/ru/%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%BD%D0%B8'%D0%BA,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,60,ро́слый,tall,/ru/%D1%80%D0%BE'%D1%81%D0%BB%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,61,подполко́вник,lieutenant-colonel,/ru/%D0%BF%D0%BE%D0%B4%D0%BF%D0%BE%D0%BB%D0%BA%D0%BE'%D0%B2%D0%BD%D0%B8%D0%BA,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,62,разру́шить,destroy; ruin,/ru/%D1%80%D0%B0%D0%B7%D1%80%D1%83'%D1%88%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,63,аэропо́рт,airport,/ru/%D0%B0%D1%8D%D1%80%D0%BE%D0%BF%D0%BE'%D1%80%D1%82,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,64,и́здали,from a distance,/ru/%D0%B8'%D0%B7%D0%B4%D0%B0%D0%BB%D0%B8,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,65,длина́,length,/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%B0',https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,66,забы́тый,lost,/ru/%D0%B7%D0%B0%D0%B1%D1%8B'%D1%82%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,67,авторите́т,authority,/ru/%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D0%B8%D1%82%D0%B5'%D1%82,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,68,мы́сленно,mentally,/ru/%D0%BC%D1%8B'%D1%81%D0%BB%D0%B5%D0%BD%D0%BD%D0%BE,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,69,принце́сса,princess,/ru/%D0%BF%D1%80%D0%B8%D0%BD%D1%86%D0%B5'%D1%81%D1%81%D0%B0,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,70,ту́фля,dress shoe,/ru/%D1%82%D1%83'%D1%84%D0%BB%D1%8F,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,71,таска́ть,to carry or to drag; to pull ( hair ); to steal,/ru/%D1%82%D0%B0%D1%81%D0%BA%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,72,нанести́,inflict or cause; apply put on a layer; pay a visit; To strike or hit,/ru/%D0%BD%D0%B0%D0%BD%D0%B5%D1%81%D1%82%D0%B8',https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,73,му́дрый,wise,/ru/%D0%BC%D1%83'%D0%B4%D1%80%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,74,ветвь,branch,/ru/%D0%B2%D0%B5%D1%82%D0%B2%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,75,кри́зис,crisis,/ru/%D0%BA%D1%80%D0%B8'%D0%B7%D0%B8%D1%81,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,76,де́скать,they say... / he or she says... / allegedly...,/ru/%D0%B4%D0%B5'%D1%81%D0%BA%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,77,осторо́жный,careful,/ru/%D0%BE%D1%81%D1%82%D0%BE%D1%80%D0%BE'%D0%B6%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,78,пожела́ть,wish,/ru/%D0%BF%D0%BE%D0%B6%D0%B5%D0%BB%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,79,отъе́зд,departure,/ru/%D0%BE%D1%82%D1%8A%D0%B5'%D0%B7%D0%B4,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,80,кгб,KGB ( * State Security Committee),/ru/%D0%BA%D0%B3%D0%B1,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,81,накры́ть,cover; set,/ru/%D0%BD%D0%B0%D0%BA%D1%80%D1%8B'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,82,зали́ть,"to cover when pouring; to fill up (with liquid); to flood (in terms of bodies of water); (computing, slang) to upload",/ru/%D0%B7%D0%B0%D0%BB%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,83,нере́дко,not infrequently; often,/ru/%D0%BD%D0%B5%D1%80%D0%B5'%D0%B4%D0%BA%D0%BE,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,84,пре́док,ancestor,/ru/%D0%BF%D1%80%D0%B5'%D0%B4%D0%BE%D0%BA,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,85,жи́дкость,liquid,/ru/%D0%B6%D0%B8'%D0%B4%D0%BA%D0%BE%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,86,орке́стр,orchestra(a large group of musicians who play many different instruments together and are led by a conductor),/ru/%D0%BE%D1%80%D0%BA%D0%B5'%D1%81%D1%82%D1%80,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,87,дыра́,hole; (colloquial) backwater,/ru/%D0%B4%D1%8B%D1%80%D0%B0',https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,88,пое́сть,eat,/ru/%D0%BF%D0%BE%D0%B5'%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,89,годи́ться,be good for,/ru/%D0%B3%D0%BE%D0%B4%D0%B8'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,90,волше́бник,wizard,/ru/%D0%B2%D0%BE%D0%BB%D1%88%D0%B5'%D0%B1%D0%BD%D0%B8%D0%BA,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,91,счесть,to count/consider or perceive as,/ru/%D1%81%D1%87%D0%B5%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,92,скрыва́ться,hide,/ru/%D1%81%D0%BA%D1%80%D1%8B%D0%B2%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,93,обвине́ние,accusations charges allegations,/ru/%D0%BE%D0%B1%D0%B2%D0%B8%D0%BD%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,94,бред,nonsense,/ru/%D0%B1%D1%80%D0%B5%D0%B4,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,95,рис,rice,/ru/%D1%80%D0%B8%D1%81,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,96,стара́тельный,diligent; industrious,/ru/%D1%81%D1%82%D0%B0%D1%80%D0%B0'%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,97,маршру́т,route,/ru/%D0%BC%D0%B0%D1%80%D1%88%D1%80%D1%83'%D1%82,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,98,привяза́ть,to tie to,/ru/%D0%BF%D1%80%D0%B8%D0%B2%D1%8F%D0%B7%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,99,ма́ршал,marshal,/ru/%D0%BC%D0%B0'%D1%80%D1%88%D0%B0%D0%BB,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,100,до́шлый,cunning,/ru/%D0%B4%D0%BE'%D1%88%D0%BB%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=50
openrussian,C2,101,зави́довать,envy,/ru/%D0%B7%D0%B0%D0%B2%D0%B8'%D0%B4%D0%BE%D0%B2%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,102,большеви́к,Bolshevik,/ru/%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%B5%D0%B2%D0%B8'%D0%BA,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,103,спи́нка,diminutive of back; back of furniture,/ru/%D1%81%D0%BF%D0%B8'%D0%BD%D0%BA%D0%B0,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,104,аж,even / all the way (as a filler word to emphasise the statement); as many as / as much as / as long as,/ru/%D0%B0%D0%B6,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,105,общежи́тие,dormitory,/ru/%D0%BE%D0%B1%D1%89%D0%B5%D0%B6%D0%B8'%D1%82%D0%B8%D0%B5,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,106,предста́виться,present itself; seem; introduce oneself,/ru/%D0%BF%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B0'%D0%B2%D0%B8%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,107,определе́ние,definition,/ru/%D0%BE%D0%BF%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,108,сме́ртный,mortal death deadly fatal (adj),/ru/%D1%81%D0%BC%D0%B5'%D1%80%D1%82%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,109,спали́ть,incinerate,/ru/%D1%81%D0%BF%D0%B0%D0%BB%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,110,гад,"vile person (bastard); loathsome critter (crawler, reptile)",/ru/%D0%B3%D0%B0%D0%B4,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,111,ме́дный,copper,/ru/%D0%BC%D0%B5'%D0%B4%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,112,традицио́нный,traditional,/ru/%D1%82%D1%80%D0%B0%D0%B4%D0%B8%D1%86%D0%B8%D0%BE'%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,113,рвану́ть,to jerk; to take off (rush); explode,/ru/%D1%80%D0%B2%D0%B0%D0%BD%D1%83'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,114,размышля́ть,ponder,/ru/%D1%80%D0%B0%D0%B7%D0%BC%D1%8B%D1%88%D0%BB%D1%8F'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,115,прибли́зиться,approach; to near,/ru/%D0%BF%D1%80%D0%B8%D0%B1%D0%BB%D0%B8'%D0%B7%D0%B8%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,116,приложи́ть,to apply; put in effort; to put (next to); to attach; (colloquial) to smack,/ru/%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,117,хло́пать,slam; slap; clap,/ru/%D1%85%D0%BB%D0%BE'%D0%BF%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,118,ерунда́,nonsense,/ru/%D0%B5%D1%80%D1%83%D0%BD%D0%B4%D0%B0',https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,119,при́ступ,assault or attack,/ru/%D0%BF%D1%80%D0%B8'%D1%81%D1%82%D1%83%D0%BF,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,120,кре́пость,fortress; stronghold,/ru/%D0%BA%D1%80%D0%B5'%D0%BF%D0%BE%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,121,треск,A sharp sound from something cracked/burst/broken,/ru/%D1%82%D1%80%D0%B5%D1%81%D0%BA,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,122,интервью́,interview,/ru/%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B2%D1%8C%D1%8E',https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,123,су́мерки,twilight,/ru/%D1%81%D1%83'%D0%BC%D0%B5%D1%80%D0%BA%D0%B8,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,124,проводни́к,guide,/ru/%D0%BF%D1%80%D0%BE%D0%B2%D0%BE%D0%B4%D0%BD%D0%B8'%D0%BA,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,125,демократи́ческий,democratic,/ru/%D0%B4%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8'%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,126,подо́бно,like,/ru/%D0%BF%D0%BE%D0%B4%D0%BE'%D0%B1%D0%BD%D0%BE,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,127,учи́тельница,teacher,/ru/%D1%83%D1%87%D0%B8'%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,128,конве́рт,envelope,/ru/%D0%BA%D0%BE%D0%BD%D0%B2%D0%B5'%D1%80%D1%82,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,129,анекдо́т,anecdote,/ru/%D0%B0%D0%BD%D0%B5%D0%BA%D0%B4%D0%BE'%D1%82,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,130,изобрази́ть,depict,/ru/%D0%B8%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,131,физионо́мия,physionomy,/ru/%D1%84%D0%B8%D0%B7%D0%B8%D0%BE%D0%BD%D0%BE'%D0%BC%D0%B8%D1%8F,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,132,обижа́ться,to take offense be offended,/ru/%D0%BE%D0%B1%D0%B8%D0%B6%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,133,видне́ться,to be seen or can be seen,/ru/%D0%B2%D0%B8%D0%B4%D0%BD%D0%B5'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,134,трамва́й,tram,/ru/%D1%82%D1%80%D0%B0%D0%BC%D0%B2%D0%B0'%D0%B9,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,135,вы́лететь,fly out,/ru/%D0%B2%D1%8B'%D0%BB%D0%B5%D1%82%D0%B5%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,136,кварта́л,quarter/block (of year/city),/ru/%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B0'%D0%BB,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,137,риск,risk,/ru/%D1%80%D0%B8%D1%81%D0%BA,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,138,дружо́к,(dear) friend; buddy,/ru/%D0%B4%D1%80%D1%83%D0%B6%D0%BE'%D0%BA,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,139,се́мьдесят,seventy,/ru/%D1%81%D0%B5'%D0%BC%D1%8C%D0%B4%D0%B5%D1%81%D1%8F%D1%82,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,140,колю́чий,prickly thorny (прилагательный),/ru/%D0%BA%D0%BE%D0%BB%D1%8E'%D1%87%D0%B8%D0%B9,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,141,военно,militarily,/ru/%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D0%BE,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,142,прыжо́к,jump,/ru/%D0%BF%D1%80%D1%8B%D0%B6%D0%BE'%D0%BA,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,143,фа́брика,factory,/ru/%D1%84%D0%B0'%D0%B1%D1%80%D0%B8%D0%BA%D0%B0,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,144,отмеча́ть,to celebrate; mark,/ru/%D0%BE%D1%82%D0%BC%D0%B5%D1%87%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,145,оболо́чка,shell; membrane,/ru/%D0%BE%D0%B1%D0%BE%D0%BB%D0%BE'%D1%87%D0%BA%D0%B0,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,146,описа́ние,description,/ru/%D0%BE%D0%BF%D0%B8%D1%81%D0%B0'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C2?start=100
openrussian,C2,147,свиде́тельство,evidence,/ru/%D1%81%D0%B2%D0%B8%D0%B4%D0%B5'%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE,https://en.openrussian.org/vocab/C2?start=100
