source,level,rank,russian,translations,detail_path,page_url
openrussian,C1,21,свято́й,holy,/ru/%D1%81%D0%B2%D1%8F%D1%82%D0%BE'%D0%B9,https://en.openrussian.org/vocab/C1
openrussian,C1,22,сеть,web; network,/ru/%D1%81%D0%B5%D1%82%D1%8C,https://en.openrussian.org/vocab/C1
openrussian,C1,23,грех,sin,/ru/%D0%B3%D1%80%D0%B5%D1%85,https://en.openrussian.org/vocab/C1
openrussian,C1,24,помолча́ть,be silent,/ru/%D0%BF%D0%BE%D0%BC%D0%BE%D0%BB%D1%87%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1
openrussian,C1,25,ожида́ние,expectation; waiting,/ru/%D0%BE%D0%B6%D0%B8%D0%B4%D0%B0'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C1
openrussian,C1,26,необходи́мость,necessity or need,/ru/%D0%BD%D0%B5%D0%BE%D0%B1%D1%85%D0%BE%D0%B4%D0%B8'%D0%BC%D0%BE%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/C1
openrussian,C1,27,инспе́ктор,inspector,/ru/%D0%B8%D0%BD%D1%81%D0%BF%D0%B5'%D0%BA%D1%82%D0%BE%D1%80,https://en.openrussian.org/vocab/C1
openrussian,C1,28,сообще́ние,message,/ru/%D1%81%D0%BE%D0%BE%D0%B1%D1%89%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C1
openrussian,C1,29,сте́нка,wall,/ru/%D1%81%D1%82%D0%B5'%D0%BD%D0%BA%D0%B0,https://en.openrussian.org/vocab/C1
openrussian,C1,30,подъе́зд,entrance (by car); approach,/ru/%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5'%D0%B7%D0%B4,https://en.openrussian.org/vocab/C1
openrussian,C1,31,слы́шно,one can hear; it is audible; they say,/ru/%D1%81%D0%BB%D1%8B'%D1%88%D0%BD%D0%BE,https://en.openrussian.org/vocab/C1
openrussian,C1,32,напо́мнить,remind,/ru/%D0%BD%D0%B0%D0%BF%D0%BE'%D0%BC%D0%BD%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/C1
openrussian,C1,33,парк,park,/ru/%D0%BF%D0%B0%D1%80%D0%BA,https://en.openrussian.org/vocab/C1
openrussian,C1,34,физи́ческий,physical,/ru/%D1%84%D0%B8%D0%B7%D0%B8'%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/C1
openrussian,C1,35,вокза́л,station building; terminal; train station,/ru/%D0%B2%D0%BE%D0%BA%D0%B7%D0%B0'%D0%BB,https://en.openrussian.org/vocab/C1
openrussian,C1,36,несча́стный,unhappy; unfortunate,/ru/%D0%BD%D0%B5%D1%81%D1%87%D0%B0'%D1%81%D1%82%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1
openrussian,C1,37,ора́ть,yell,/ru/%D0%BE%D1%80%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1
openrussian,C1,38,глухо́й,deaf; muffled; unvoiced; out-of-the-way; dense; blank,/ru/%D0%B3%D0%BB%D1%83%D1%85%D0%BE'%D0%B9,https://en.openrussian.org/vocab/C1
openrussian,C1,39,боро́ться,to fight (reflexive); to struggle (reflexive),/ru/%D0%B1%D0%BE%D1%80%D0%BE'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C1
openrussian,C1,40,дойти́,reach,/ru/%D0%B4%D0%BE%D0%B9%D1%82%D0%B8',https://en.openrussian.org/vocab/C1
openrussian,C1,41,включи́ть,turn on; include,/ru/%D0%B2%D0%BA%D0%BB%D1%8E%D1%87%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1
openrussian,C1,42,борт,the side; on board; Vessel or aircraft,/ru/%D0%B1%D0%BE%D1%80%D1%82,https://en.openrussian.org/vocab/C1
openrussian,C1,43,сумасше́дший,lunatic; crazy,/ru/%D1%81%D1%83%D0%BC%D0%B0%D1%81%D1%88%D0%B5'%D0%B4%D1%88%D0%B8%D0%B9,https://en.openrussian.org/vocab/C1
openrussian,C1,44,интересова́ть,to interest,/ru/%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1
openrussian,C1,45,умира́ть,die,/ru/%D1%83%D0%BC%D0%B8%D1%80%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1
openrussian,C1,46,уби́тый,killed,/ru/%D1%83%D0%B1%D0%B8'%D1%82%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1
openrussian,C1,47,взрыв,explosion,/ru/%D0%B2%D0%B7%D1%80%D1%8B%D0%B2,https://en.openrussian.org/vocab/C1
openrussian,C1,48,осо́бенный,particular; special,/ru/%D0%BE%D1%81%D0%BE'%D0%B1%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1
openrussian,C1,49,е́ле,barely,/ru/%D0%B5'%D0%BB%D0%B5,https://en.openrussian.org/vocab/C1
openrussian,C1,50,расстоя́ние,distance,/ru/%D1%80%D0%B0%D1%81%D1%81%D1%82%D0%BE%D1%8F'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C1
openrussian,C1,51,ло́коть,elbow,/ru/%D0%BB%D0%BE'%D0%BA%D0%BE%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,52,актёр,actor,/ru/%D0%B0%D0%BA%D1%82%D1%91%D1%80,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,53,ус,moustache,/ru/%D1%83%D1%81,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,54,прибы́ть,arrive,/ru/%D0%BF%D1%80%D0%B8%D0%B1%D1%8B'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,55,заставля́ть,force; cram,/ru/%D0%B7%D0%B0%D1%81%D1%82%D0%B0%D0%B2%D0%BB%D1%8F'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,56,соотве́тствующий,corresponding; suitable; proper,/ru/%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5'%D1%82%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%89%D0%B8%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,57,ча́стный,private,/ru/%D1%87%D0%B0'%D1%81%D1%82%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,58,ох,oh,/ru/%D0%BE%D1%85,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,59,официа́льный,official,/ru/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0'%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,60,луна́,moon,/ru/%D0%BB%D1%83%D0%BD%D0%B0',https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,61,скала́,stone cliff,/ru/%D1%81%D0%BA%D0%B0%D0%BB%D0%B0',https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,62,ска́ла,scale,/ru/%D1%81%D0%BA%D0%B0'%D0%BB%D0%B0,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,63,эконо́мика,economy,/ru/%D1%8D%D0%BA%D0%BE%D0%BD%D0%BE'%D0%BC%D0%B8%D0%BA%D0%B0,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,64,мужско́й,masculine,/ru/%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE'%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,65,подтверди́ть,confirm,/ru/%D0%BF%D0%BE%D0%B4%D1%82%D0%B2%D0%B5%D1%80%D0%B4%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,66,тяну́ться,To be stretching; To be pulling; to drag on,/ru/%D1%82%D1%8F%D0%BD%D1%83'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,67,обыкнове́нный,ordinary; everyday; habitual,/ru/%D0%BE%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5'%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,68,песнь,song,/ru/%D0%BF%D0%B5%D1%81%D0%BD%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,69,здо́рово,great,/ru/%D0%B7%D0%B4%D0%BE'%D1%80%D0%BE%D0%B2%D0%BE,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,70,буква́льно,literally,/ru/%D0%B1%D1%83%D0%BA%D0%B2%D0%B0'%D0%BB%D1%8C%D0%BD%D0%BE,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,71,испуга́ться,to be frightened of,/ru/%D0%B8%D1%81%D0%BF%D1%83%D0%B3%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,72,пожило́й,elderly (adj),/ru/%D0%BF%D0%BE%D0%B6%D0%B8%D0%BB%D0%BE'%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,73,ре́зкий,sharp; sudden,/ru/%D1%80%D0%B5'%D0%B7%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,74,шине́ль,overcoat,/ru/%D1%88%D0%B8%D0%BD%D0%B5'%D0%BB%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,75,лёд,ice,/ru/%D0%BB%D1%91%D0%B4,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,76,волк,wolf,/ru/%D0%B2%D0%BE%D0%BB%D0%BA,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,77,структу́ра,structure,/ru/%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D1%83'%D1%80%D0%B0,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,78,сержа́нт,sergeant,/ru/%D1%81%D0%B5%D1%80%D0%B6%D0%B0'%D0%BD%D1%82,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,79,соверши́ть,to accomplish; to commit,/ru/%D1%81%D0%BE%D0%B2%D0%B5%D1%80%D1%88%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,80,съесть,to eat; to consume; to devour,/ru/%D1%81%D1%8A%D0%B5%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,81,кле́тка,cage; check / square; cell,/ru/%D0%BA%D0%BB%D0%B5'%D1%82%D0%BA%D0%B0,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,82,поколе́ние,generation,/ru/%D0%BF%D0%BE%D0%BA%D0%BE%D0%BB%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,83,газ,gas; gauze,/ru/%D0%B3%D0%B0%D0%B7,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,84,значи́тельный,considerable,/ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B8'%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,85,пила́,saw,/ru/%D0%BF%D0%B8%D0%BB%D0%B0',https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,86,файл,file,/ru/%D1%84%D0%B0%D0%B9%D0%BB,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,87,круго́м,аll round,/ru/%D0%BA%D1%80%D1%83%D0%B3%D0%BE'%D0%BC,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,88,ору́дие,tool or device for performing some work; (figuratively) pawn; (military) gun,/ru/%D0%BE%D1%80%D1%83'%D0%B4%D0%B8%D0%B5,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,89,колле́га,colleague,/ru/%D0%BA%D0%BE%D0%BB%D0%BB%D0%B5'%D0%B3%D0%B0,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,90,запо́мнить,memorize; to remember,/ru/%D0%B7%D0%B0%D0%BF%D0%BE'%D0%BC%D0%BD%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,91,про́сьба,request,/ru/%D0%BF%D1%80%D0%BE'%D1%81%D1%8C%D0%B1%D0%B0,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,92,согла́сный,agreeing; consonant,/ru/%D1%81%D0%BE%D0%B3%D0%BB%D0%B0'%D1%81%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,93,вы́бор,choice,/ru/%D0%B2%D1%8B'%D0%B1%D0%BE%D1%80,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,94,седо́й,white that has lost its color (greyed),/ru/%D1%81%D0%B5%D0%B4%D0%BE'%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,95,ку́ча,a lot; heap,/ru/%D0%BA%D1%83'%D1%87%D0%B0,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,96,ко́рень,root,/ru/%D0%BA%D0%BE'%D1%80%D0%B5%D0%BD%D1%8C,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,97,блестя́щий,brilliant,/ru/%D0%B1%D0%BB%D0%B5%D1%81%D1%82%D1%8F'%D1%89%D0%B8%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,98,содержа́ние,content; maintenance,/ru/%D1%81%D0%BE%D0%B4%D0%B5%D1%80%D0%B6%D0%B0'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,99,ра́зница,difference,/ru/%D1%80%D0%B0'%D0%B7%D0%BD%D0%B8%D1%86%D0%B0,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,100,непоня́тный,incomprehensible,/ru/%D0%BD%D0%B5%D0%BF%D0%BE%D0%BD%D1%8F'%D1%82%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=50
openrussian,C1,101,оста́ток,remainder,/ru/%D0%BE%D1%81%D1%82%D0%B0'%D1%82%D0%BE%D0%BA,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,102,расчёт,calculation; settlement of accounts; dismissal,/ru/%D1%80%D0%B0%D1%81%D1%87%D1%91%D1%82,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,103,приближа́ться,approach or nearing (date),/ru/%D0%BF%D1%80%D0%B8%D0%B1%D0%BB%D0%B8%D0%B6%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,104,чи́сто,it is clean; purely,/ru/%D1%87%D0%B8'%D1%81%D1%82%D0%BE,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,105,уча́ствовать,participate,/ru/%D1%83%D1%87%D0%B0'%D1%81%D1%82%D0%B2%D0%BE%D0%B2%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,106,восто́чный,east; eastern,/ru/%D0%B2%D0%BE%D1%81%D1%82%D0%BE'%D1%87%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,107,лови́ть,catch,/ru/%D0%BB%D0%BE%D0%B2%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,108,температу́ра,temperature,/ru/%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83'%D1%80%D0%B0,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,109,респу́блика,republic,/ru/%D1%80%D0%B5%D1%81%D0%BF%D1%83'%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,110,по́яс,belt; time zone,/ru/%D0%BF%D0%BE'%D1%8F%D1%81,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,111,удивля́ться,to be surprised,/ru/%D1%83%D0%B4%D0%B8%D0%B2%D0%BB%D1%8F'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,112,сомнева́ться,to doubt,/ru/%D1%81%D0%BE%D0%BC%D0%BD%D0%B5%D0%B2%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,113,шёпот,whisper,/ru/%D1%88%D1%91%D0%BF%D0%BE%D1%82,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,114,сентя́брь,September,/ru/%D1%81%D0%B5%D0%BD%D1%82%D1%8F'%D0%B1%D1%80%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,115,диви́зия,division,/ru/%D0%B4%D0%B8%D0%B2%D0%B8'%D0%B7%D0%B8%D1%8F,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,116,гриб,mushroom,/ru/%D0%B3%D1%80%D0%B8%D0%B1,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,117,сравне́ние,comparison,/ru/%D1%81%D1%80%D0%B0%D0%B2%D0%BD%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,118,стро́гий,strict,/ru/%D1%81%D1%82%D1%80%D0%BE'%D0%B3%D0%B8%D0%B9,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,119,замере́ть,to freeze; (figurative) to come to a standstill; to die down (of a sound); to remain unspoken,/ru/%D0%B7%D0%B0%D0%BC%D0%B5%D1%80%D0%B5'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,120,ба́бка,grandmother; money; old woman,/ru/%D0%B1%D0%B0'%D0%B1%D0%BA%D0%B0,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,121,гражда́нский,civilian; civic,/ru/%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0'%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,122,записа́ть,jot down; record; write over something,/ru/%D0%B7%D0%B0%D0%BF%D0%B8%D1%81%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,123,реа́кция,reaction,/ru/%D1%80%D0%B5%D0%B0'%D0%BA%D1%86%D0%B8%D1%8F,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,124,тоска́,melancholy,/ru/%D1%82%D0%BE%D1%81%D0%BA%D0%B0',https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,125,посёлок,small town / village; settlement,/ru/%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,126,полчаса́,half an hour,/ru/%D0%BF%D0%BE%D0%BB%D1%87%D0%B0%D1%81%D0%B0',https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,127,кольцо́,ring,/ru/%D0%BA%D0%BE%D0%BB%D1%8C%D1%86%D0%BE',https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,128,досто́инство,dignity/virtue/advantage (in specific contexts),/ru/%D0%B4%D0%BE%D1%81%D1%82%D0%BE'%D0%B8%D0%BD%D1%81%D1%82%D0%B2%D0%BE,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,129,двена́дцать,twelve,/ru/%D0%B4%D0%B2%D0%B5%D0%BD%D0%B0'%D0%B4%D1%86%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,130,ра́доваться,to be happy,/ru/%D1%80%D0%B0'%D0%B4%D0%BE%D0%B2%D0%B0%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,131,вы́вести,take out,/ru/%D0%B2%D1%8B'%D0%B2%D0%B5%D1%81%D1%82%D0%B8,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,132,создава́ть,create,/ru/%D1%81%D0%BE%D0%B7%D0%B4%D0%B0%D0%B2%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,133,слой,layer,/ru/%D1%81%D0%BB%D0%BE%D0%B9,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,134,подари́ть,give; gift,/ru/%D0%BF%D0%BE%D0%B4%D0%B0%D1%80%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,135,оттого́,that is why,/ru/%D0%BE%D1%82%D1%82%D0%BE%D0%B3%D0%BE',https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,136,страсть,passion; strong love between people; religion (plural only) horror,/ru/%D1%81%D1%82%D1%80%D0%B0%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,137,ро́вно,evenly; exactly; absolutely,/ru/%D1%80%D0%BE'%D0%B2%D0%BD%D0%BE,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,138,напряже́ние,stress; voltage; effort,/ru/%D0%BD%D0%B0%D0%BF%D1%80%D1%8F%D0%B6%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,139,столо́вый,стол (adj),/ru/%D1%81%D1%82%D0%BE%D0%BB%D0%BE'%D0%B2%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,140,сты́дный,shameful,/ru/%D1%81%D1%82%D1%8B'%D0%B4%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,141,коммуни́ст,communist,/ru/%D0%BA%D0%BE%D0%BC%D0%BC%D1%83%D0%BD%D0%B8'%D1%81%D1%82,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,142,гля́нуть,glance,/ru/%D0%B3%D0%BB%D1%8F'%D0%BD%D1%83%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,143,уча́стник,participant,/ru/%D1%83%D1%87%D0%B0'%D1%81%D1%82%D0%BD%D0%B8%D0%BA,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,144,изба́,hut,/ru/%D0%B8%D0%B7%D0%B1%D0%B0',https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,145,го́лод,hunger or starvation,/ru/%D0%B3%D0%BE'%D0%BB%D0%BE%D0%B4,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,146,замеча́тельный,remarkable,/ru/%D0%B7%D0%B0%D0%BC%D0%B5%D1%87%D0%B0'%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,147,вре́менный,temporary,/ru/%D0%B2%D1%80%D0%B5'%D0%BC%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,148,пёс,(male) dog,/ru/%D0%BF%D1%91%D1%81,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,149,замести́тель,deputy; substitute,/ru/%D0%B7%D0%B0%D0%BC%D0%B5%D1%81%D1%82%D0%B8'%D1%82%D0%B5%D0%BB%D1%8C,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,150,и́стина,truth,/ru/%D0%B8'%D1%81%D1%82%D0%B8%D0%BD%D0%B0,https://en.openrussian.org/vocab/C1?start=100
openrussian,C1,151,коло́нна,pillar or column,/ru/%D0%BA%D0%BE%D0%BB%D0%BE'%D0%BD%D0%BD%D0%B0,https://en.openrussian.org/vocab/C1?start=150
openrussian,C1,152,мгнове́нно,instantly,/ru/%D0%BC%D0%B3%D0%BD%D0%BE%D0%B2%D0%B5'%D0%BD%D0%BD%D0%BE,https://en.openrussian.org/vocab/C1?start=150
openrussian,C1,153,прикры́ть,cover,/ru/%D0%BF%D1%80%D0%B8%D0%BA%D1%80%D1%8B'%D1%82%D1%8C,https://en.openrussian.org/vocab/C1?start=150
openrussian,C1,154,оборо́на,defence,/ru/%D0%BE%D0%B1%D0%BE%D1%80%D0%BE'%D0%BD%D0%B0,https://en.openrussian.org/vocab/C1?start=150
