level,word,extra,translation
B1,вку́сный,"прил (-ая, -ое, -ые); нар. вку́сно","tasty, delicious; tasty"
B1,власть,"ж.р. 1) только ед.ч. госуда́рственная власть, власть зако́на 2) ме́стная власть, ме́стные вла́сти","power, authority 1) state power, reign (authority) of law 2) domestic authority, domestic authorities"
B1,вме́сте,,together
B1,вниз,,down
B1,внизу́,,below
B1,внима́ние,только ед.ч. 1) привле́чь внима́ние к пробле́ме 2) уделя́ть внима́ние де́тям 3) обраща́ть внима́ние на оши́бки,attention 1) to call attention to the problem 2) to pay attention to the children 3) to pay attention to the mistakes
B1,внима́тельный,"(-ая, -ое, -ые); внима́тельно 1) внима́тельный чита́тель 2) внима́тельный муж",attentive; attentively 1) attentive reader 2) attentive husband
B1,внук,ж.р. вну́чка; р.п.мн.ч. вну́чек,grandson
B1,во́время,,in time
B1,во вре́мя,р.п.,during
B1,вода́,,water
B1,води́ть,"(вожу́, во́дишь) только нсв II 1) кого? куда? — води́ть ребёнка в парк; 2) что? — води́ть маши́ну","to conduct, to take, to lead, to drive 1) to take child to the park 2) to drive a car"
B1,во́дка,,vodka
B1,воева́ть,"(вою́ю, вою́ешь) только нсв I",to fight
B1,вое́нный,"(-ая, -ое, -ые)",military
B1,возвраща́ть,"нсв I — возврати́ть (возвращу́, возврати́шь) св II, верну́ть (верну́, вернёшь) св I","to return, to give back"
B1,возвраща́ться,"нсв I — возврати́ться (возвращу́сь, возврати́шься) св II, верну́ться (верну́сь, вернёшься) св I","to return, to come back"
B1,во́здух,только ед.ч.,air
B1,вози́ть,"(вожу́, во́зишь) нсв II","to drive, to carry"
B1,возмо́жно,вводн. сл.,it is possible
B1,во́зраст,,age
B1,война́,,war
B1,вокза́л,,railway station
B1,вокру́г,1) + р.п. — Вокру́г до́ма росли́ е́ли. 2) Вокру́г бы́ло ти́хо.,around 1) The firs grew around the house. 2) It was quiet around.
B1,волейбо́л,только ед.ч.,volleyball
B1,волк,,wolf
B1,волнова́ться,"(волну́юсь, волну́ешься) нсв",to worry
B1,во́лосы,мн.ч.; ед.ч. во́лос,hair
B1,во-пе́рвых,,first of all
B1,вопро́с,,question
B1,восемна́дцать,,eighteen
B1,во́семь,,eight
B1,во́семьдесят,,eighty
B1,восемьсо́т,,eight hundred
B1,воскресе́нье,сущ.,Sunday
B1,воспита́ние,только ед.ч.,upbringing
B1,воспи́тывать,нсв I — воспита́ть св I,to bring up
B1,воспомина́ние,,remembrance
B1,восто́к,только ед.ч.,"east, orient"
B1,восто́чный,"(-ая, -ое, -ые)","eastern, oriental"
B1,восьмо́й,"(-а́я, -о́е, -ы́е)",eighth
B1,вот,,here is
B1,впервы́е,,for the first time
B1,вперёд,,forward
B1,впереди́,р.п.,in front of
B1,впечатле́ние,,impression
B1,враг,,enemy
B1,врач,,doctor
B1,вре́дный,"(-ая, -ое, -ые); вре́дно 1) вре́дные проду́кты 2) вре́дные привы́чки","harmful, pernicious; hurtfully 1) harmful products 2) pernicious habits"
B1,вре́мя,"ср.р., р.п. ед.ч. вре́мени; мн.ч. времена́, р.п. мн.ч. времён 1) только ед.ч. — Ско́лько вре́мени? 2) только ед.ч. — У меня́ нет вре́мени. 3) ед. и мн.ч. — времена́ го́да",time 1) What time is it? 2) I have no time 3) seasons
B1,всегда́,,always
B1,Всего́ хоро́шего!,,Good luck!
B1,всё,,"all, whole"
B1,вслух,,aloud
B1,вспомина́ть,нсв I — вспо́мнить св II,to remember
B1,встава́ть,"(встаю́, встаёшь) нсв I — встать (вста́ну, вста́нешь) св I 1) встава́ть со сту́ла 2) встава́ть ра́но 3) Со́лнце встаёт.","to stand up, to rise (up) 1) to stand up from the chair 2) to rise up early 3) The sun is rising."
B1,встре́ча,,meeting
B1,встреча́ть,"нсв I — встре́тить (встречу́, встре́тишь) св II",to meet
B1,встреча́ться,"нсв I — встре́титься (встре́чусь, встре́тишься) св II",to meet
B1,вто́рник,,Tuesday
B1,второ́й,"(-а́я, -о́е, -ы́е)",second
B1,вход,,entrance
B1,входи́ть,"(вхожу́, вхо́дишь) нсв II — войти́ (войду́, войдёшь; прош.вр. вошёл, вошла́, вошли́) св I 1) входи́ть в ко́мнату 2) войти́ в исто́рию 3) входи́ть в соста́в чего-либо 4) войти́ в мо́ду, в употребле́ние","to enter, to come in 1) to enter the room 2) to become history 3) to be a part of smth. 4) to come into fashion, to come into use"
B1,вчера́,,yesterday
B1,вчера́шний,"(-яя, -ее, -ие)",yesterday’s
B1,вы,,you
B1,выбира́ть,"нсв I — выбра́ть (вы́беру, вы́берешь) св I",to choose
B1,выезжа́ть,"нсв I — вы́ехать (вы́еду, вы́едешь) св I",to leave
B1,выздора́вливать,"нсв I — вы́здороветь (вы́здоровею, вы́здоровеешь) св I",to get better
B1,вызыва́ть,"нсв I — вы́звать (вы́зову, вы́зовешь) св I — вы́звать врача́, вы́звать такси","to call — to call a doctor, taxi"
B1,выи́грывать,нсв I — вы́играть св I 1) вы́играть футбо́льный матч 2) вы́играть де́ньги в лотере́ю 3) вы́играть спор 4) выи́грывать вре́мя,to win 1) to win a football match 2) to win money in the lottery 3) to win dispute 4) to gain time
B1,выключа́ть,нсв I — вы́ключить св II,to switch off
B1,выполня́ть,нсв I — вы́полнить св II,"to realize, to fulfil"
B1,выража́ть,"нсв I — вы́разить (вы́ражу, вы́разишь) св II",to express
B1,высо́кий,"прил. (-ая, -ое, -ие); нар. высоко́; сравн. ст. вы́ше 1) высо́кий рост 2) высо́кое давле́ние","high, tall; above; higher 1) large stature 2) high pressure"
B1,вы́ставка,р.п. мн.ч. вы́ставок,exhibition
B1,выступа́ть,"нсв I — вы́ступить (вы́ступлю, вы́ступишь) св II 1) где? — выступа́ть на сце́не, на конфере́нции 2) против чего? за что? — выступа́ть про́тив террори́зма, за мир","to appear, to come out for / against 1) to appear on the stage, in the conference 2) to come against the terrorism for peace"
B1,выступле́ние,,performance
B1,вы́сший,"(-ая, -ее, -ие) 1) вы́сший сорт 2) вы́сшая награ́да 3) вы́сшее образова́ние","the highest, superior 1) prime quality 2) first prize 3) higher education"
B1,вы́ход,,exit
B1,выходи́ть,"(выхожу́, выхо́дишь) нсв II — вы́йти (вы́йду, вы́йдешь; прош.вр. вы́шел, вы́шла, вы́шли) св I 1) выходи́ть из до́ма 2) вы́йти на пе́нсию 3) О́кна выхо́дят во двор. 4) Кни́га вы́шла неда́вно.",to come out 1) to come out of the house 2) to retire 3) The windows open to the yard. 4) The book was recently published.
B1,газ,,gas
B1,газе́та,,newspaper
B1,галере́я,,gallery
B1,га́лстук,,tie
B1,гара́ж,,garage
B1,гастроно́м,,grocery store
B1,где,,where
B1,где́-нибудь,,"somewhere, anywhere"
B1,где́-то,,somewhere
B1,генера́л,,general
B1,гео́граф,,geographer
B1,географи́ческий,"(-ая, -ое, -ие)",geographical
B1,геогра́фия,,geography
B1,гео́лог,,geologist
B1,геологи́ческий,"(-ая, -ое, -ие)",geological
B1,геоло́гия,только ед.ч.,geology
B1,геро́й,"1) геро́й войны́, труда́ 2) геро́й литерату́рного произведе́ния","hero, character 1) hero of war, of labour 2) character of literary work"
B1,гимна́зия,,gymnasium
B1,гимна́стика,только ед.ч.,gymnastic
B1,гита́ра,,guitar
B1,глава́,"2 — глава́ прави́тельства, семьи́","head — head of government, family"
B1,гла́вный,"(-ая, -ое, -ые)",main
B1,глаго́л,,verb
B1,глаз,мн.ч. глаза́,eye
B1,глубо́кий,"(-ая, -ое, -ие); глубоко́; сравн.ст. глу́бже 1) глубо́кая река́ 2) глубо́кие зна́ния 3) глубо́кая та́йна 4) глубо́кий сон, глубо́кий кри́зис","deep; deeply; deeper 1) deep river 2) deep knowledges 3) deep (utmost) secrecy 4) deep sleep, deep (severe) crisis"
B1,глу́пый,"(-ая, -ое, -ые); глу́по","foolish, stupid; foolishly"
B1,говори́ть,"нсв II — сказа́ть (скажу́, ска́жешь) св I","to speak, to tell, to say"
B1,говя́дина,только ед.ч.,beef
B1,год,,year
B1,голова́,,head
B1,голо́дный,"(-ая, -ое, -ый)",hungry
B1,го́лос,мн.ч. голоса́ 1) прия́тный го́лос 2) боро́ться за голоса́ избира́телей,voice 1) nice voice 2) to fight for the popular votes
B1,голубо́й,"(-а́я, -о́е, -ы́е)",blue
B1,гора́,,mountain
B1,горди́ться,"(горжу́сь, горди́шься) нсв II",to be proud
B1,го́рдый,"(-ая, -ое, -ые); го́рдо",proud; proudly
B1,го́ре,только ед.ч.,grief
B1,горе́ть,нсв II — сгоре́ть св II 1) Ого́нь гори́т. 2) Глаза́ горя́т. Звёзды горя́т.,"to burn, to shine 1) The fire is burning. 2) The eyes are shining. The stars are shining."
B1,го́рло,,throat
B1,го́род,сущ.,"city, town"
B1,городско́й,"прил. (-а́я, -о́е, -и́е)","city, municipal"
B1,го́рький,"(-ая, -ое, -ие); го́рько 1) го́рькое лека́рство 2) го́рькая пра́вда",bitter; bitterly 1) bitter medicine 2) bitter truth
B1,горя́чий,"(-ая, -ее, -ие); горячо́ 1) горя́чий чай 2) горя́чая любо́вь, горя́чее жела́ние","hot, passionate; warmly, it’s hot 1) hot tea 2) passionate love, passionate desire"
B1,господи́н,мн.ч. господа́,"Mr, gentleman, sir"
B1,госпожа́,,"Ms, Mrs, lady"
B1,гостеприи́мный,"(-ая, -ое, -ые); гостеприи́мно",hospitable; hospitably
B1,гости́ница,,hotel
B1,гость,,guest
B1,госуда́рственный,"прил., (-ая, -ое, -ые)",state
B1,госуда́рство,сущ.,state
B1,гото́вить,"(гото́влю, гото́вишь) нсв II — пригото́вить (пригото́влю, пригото́вишь) св II, подгото́вить (подгото́влю, подгото́вишь) св II 1) что? — пригото́вить за́втрак; 2) что? — гото́вить рефера́т; 3) кого? что? — подгото́вить студе́нтов, подгото́вить докла́д","to prepare; 1) to prepare breakfast; 2) to prepare report; 3) to prepare report, to prepare presentation"
B1,гото́виться,"(гото́влюсь, гото́вишься) нсв II — подгото́виться (подгото́влюсь, подгото́вишься) св II, пригото́виться (пригото́влюсь, пригото́вишься) св II","to prepare (oneself), to get ready"
B1,гото́вый,"(-ая, -ое, -ые); кр.ф. гото́в, -а, -о, -ы",ready
B1,гра́дус,,degree
B1,грамм,,gramme
B1,грамма́тика,,grammar
B1,грани́ца,,boundary
B1,грипп,только ед.ч.,grippe
B1,гро́мкий,"(-ая, -ое, -ие); гро́мко сравн.ст. гро́мче 1) гро́мкая музыка 2) гро́мкое преступле́ние",loud; loudly; louder 1) loud music 2) big crime
B1,гру́бый,"(-ая, -ое, -ые); гру́бо 1) гру́бый мужчина 2) гру́бый материа́л 3) гру́бый крик 4) гру́бое заблужде́ние","rough, rude, coarse, bad; roughly, rudely 1) rude man 2) coarse material 3) rough scream 4) bad error"
B1,грудь,ж.р.,breast
B1,гру́ппа,,group
B1,гру́стный,"(-ая, -ое, -ые); гру́стно",sad; sadly
B1,гря́зный,"(-ая, -ое, -ые); гря́зно",dirty; dirtily
B1,гуля́ть,нсв I — погуля́ть св I,to walk
B1,гуманита́рный,"(-ая, -ое, -ые)",humanitarian
B1,да,,yes
B1,дава́ть,"(даю́, даёшь) нсв I — дать (дам, дашь, даст, дади́м, дади́те, даду́т) св I 1) дать кни́гу 2) дать согла́сие 3) дава́ть переры́в",to give 1) to give a pen 2) to give consent 3) to give a break
B1,давно́,,long ago
B1,да́же,,even
B1,далёкий,"прил. (-ая, -ое, -ие); нар. далеко́; сравн. ст. да́льше","far, distant, long; far; longer"
B1,да́льний,"(-яя, -ее, -ие)",distant
B1,дари́ть,нсв II — подари́ть св II,to give a present
B1,да́та,,date
B1,да́ча,,"cottage, datcha"
B1,два,(две),two
B1,два́дцать,,twenty
B1,два́жды,,twice
B1,двена́дцать,,twelve
B1,дверь,ж.р.,door
B1,две́сти,,two hundred
B1,дви́гаться,нсв I,to move
B1,движе́ние,,movement
B1,дво́е,,"two, twain, two men"
B1,дво́йка,(р.п. мн.ч. двоек разг.),two (“poor”)
B1,двор,,yard
B1,дворе́ц,р.п. ед.ч. дворца́; мн.ч. дворцы́ 1) импера́торский дворе́ц 2) дворе́ц спо́рта,palace 1) imperial’s palace 2) sports palace
B1,де́вочка,(р.п. мн.ч. де́вочек),girl
B1,де́вушка,(р.п. мн.ч. де́вушек),"girl, young woman"
B1,девяно́сто,,ninety
B1,девятна́дцать,,nineteen
B1,девя́тый,"(-ая, -ое, -ые)",ninth
B1,де́вять,,nine
B1,девятьсо́т,,nine hundred
B1,де́душка,(р.п. мн.ч. дедушек),grandfather
B1,де́йствие,,action
B1,действи́тельно,,really
B1,дека́брь,,
B1,дека́н,,
B1,деклара́ция,1) тамо́женная деклара́ция 2) Деклара́ция прав челове́ка,declaration 1) customs declaration 2) Human Rights Declaration
B1,де́лать,нсв I — сде́лать св I,"to do, to make"
B1,делега́ция,,delegation
B1,дели́ть,"нсв II — раздели́ть св II, подели́ть св II",to divide
B1,дели́ться,нсв II — раздели́ться св II; подели́ться св II 1) на что? — раздели́ться на кома́нды 2) чем? с кем? — подели́ться ра́достью с родны́ми,"to divide, to confide, to share, to exchange 1) to divide into teams 2) to exchange joy with the relatives"
B1,де́ло,,"business, affair"
B1,демократи́ческий,"(-ая, -ое, -ие)","democratic, democratical"
B1,демонстра́ция,1) вое́нная демонстра́ция 2) демонстра́ция угро́зы,demonstration 1) military demonstration 2) demonstration of menace
B1,день,(р.п. ед.ч. дня; мн.ч. дни),day
B1,де́ньги,"только мн.ч., р.п. де́нег",money
B1,депута́т,,deputy
B1,дере́вня,(р.п. мн.ч. дереве́нь),"countryside, village"
B1,де́рево,(мн.ч. дере́вья),tree
B1,деревя́нный,"(-ая, -ое, -ые)",wooden
B1,держа́ть,"(держу́, де́ржишь) нсв II 1) кого? что? — держа́ть буке́т 2) что? — держа́ть де́ньги на счёте","to hold, to keep 1) to hold a bouquet 2) to keep money on the account"
B1,держа́ться,,to hold on
B1,деся́тый,"(-ая, -ое, -ые)",tenth
B1,де́сять,,ten
B1,детекти́в,,detective story
B1,де́ти,"мн.ч.; ед.ч. ребёнок, р.п. ед.ч. ребёнка",children; child
B1,де́тский,"(-ая, -ое, -ие)","child’s, childish"
B1,де́тство,только ед.ч.,childhood
B1,дешёвый,"(-ая, -ое, -ые); дёшево; сравн. ст. деше́вле",cheap; cheaply; cheaper
B1,де́ятель,,statesman
B1,диало́г,,dialogue
B1,дива́н,,"sofa, couch"
B1,дикта́нт,,dictation
B1,диплома́т,,diplomat
B1,дире́ктор,,director
B1,дирижёр,,"conductor, bandmaster"
B1,диск — ла́зерный диск,,disk — laser disk
B1,диску́ссия,,discussion
B1,диссерта́ция,,dissertation
B1,длина́,,length
B1,дли́нный,"(-ая, -ое, -ые)",long
B1,для,(+ р.п.),"for, to"
B1,днём,,"in the afternoon, by day"
B1,до,(+ р.п.),"till, until, as far as"
B1,добавля́ть,"нсв I — доба́вить (доба́влю, доба́вишь) св II",to add
B1,добива́ться,"нсв I — доби́ться (добью́сь, добьёшься) св I","to obtain, to strive for"
B1,доброта́,только ед.ч.,kindness
B1,до́брый,"(-ая, -ое, -ые)","good, kind"
B1,дово́лен,"дово́льна, -о, -ы кр.ф.",pleased
B1,догова́риваться,нсв I — договори́ться св II,to come to an agreement
B1,доезжа́ть,"нсв I — дое́хать (дое́ду, дое́дешь) св II",to reach a place
B1,дождь,,rain
B1,дока́зывать,"нсв I — доказа́ть (докажу́, дока́жешь) св I",to prove
B1,докла́д,,lecture
B1,до́ктор,,doctor
B1,докуме́нт,,document
B1,документа́льный,"(-ая, -ое, -ые)",documentary
B1,до́лгий,"(-ая, -ое, -ие); долго сравн.ст. до́льше","long, lingering; for a long time; longer"
B1,до́лжен,"(должна́), -о, мн.ч. должны́ + инф.","must, should"
B1,дом,(мн.ч. дома́),house
B1,до́ма,,at home
B1,дома́шний,"(-яя, -ее, -ие)",domestic
B1,домо́й,,"home, homeward"
B1,домохозя́йка,(р.п. мн.ч. домохозя́ек),housewife
B1,доро́га,,"way, road"
B1,дорого́й,"1 (-а́я, -о́е, -и́е); до́рого — дорога́я су́мка; сравн. ст. доро́же",expensive — an expensive bag; more expensive
B1,дорого́й,"2 (-а́я, -и́е) — Дорого́й друг!",dear — Dear friend!
B1,До свида́ния!,,Goodbye!
B1,доста́точно,,enough
B1,достига́ть,"нсв I — дости́гнуть, дости́чь (дости́гну, дости́гнешь; прош.вр. дости́г, дости́гла, дости́гли) св I 1) дости́чь верши́ны 2) достига́ть це́ли","to achieve 1) to reach the top 2) to succeed, to get a goal"
B1,доходи́ть,"(дохожу́, дохо́дишь) нсв II — дойти́ (дойду́, дойдёшь; прош.вр. дошёл, дошла́, дошли́) св I",to come to
B1,до́чка,разг.; р.п. мн.ч. до́чек,daughter
B1,дочь,"ж.р., р.п. ед.ч. до́чери; мн.ч. до́чери",daughter
B1,дре́вний,"(-яя, -ее, -ие)",ancient
B1,друг,(мн.ч. друзья́),friend
B1,друго́й,"(-а́я, -о́е, -и́е)",another
B1,дру́жба,только ед.ч.,friendship
B1,дру́жеский,"(-ая, -ое, -ие)",friendly
B1,дру́жественный,"(-ая, -ое, -ые)",amicable
B1,дружи́ть,нсв II,to be on friendly terms
B1,дру́жный,"(-ая, -ое, -ые); дру́жно","friendly; in friendship, together"
B1,ду́мать,нсв I — поду́мать св I,to think
B1,душ,только ед.ч.,shower
B1,душа́,,soul
B1,дыша́ть,"(дышу́, ды́шишь) только нсв II",to breath
B1,дя́дя,м.р,uncle
B1,европе́йский,"прил. (-ая, -ое, -ие)",European
B1,его́,,his
B1,еда́,только ед.ч.,"food, meal"
B1,еди́нственный,"(-ая, -ое, -ые)","one, singular"
B1,еди́ный,"(-ая, -ое, -ые)",united
B1,её,,her
