level,word,extra,translation
A2,в,"(во) 1) в.п. куда? — войти́ в ко́мнату 2) в.п. когда? — в сре́ду 3) п.п. когда? — в январе́, в де́тстве 4) п.п. где? — быть в музе́е 5) п.п. в чём? — де́вушка в ку́ртке","to, in, at, on, into 1) to enter the room 2) on Wednesday 3) in January, in the childhood 4) in the museum 5) girl in the jacket"
A2,ваго́н,,"coach, carriage"
A2,ва́жный,"прил. (-ая, -ое, -ые); нар. ва́жно",important; it’s important
A2,вари́ть,нсв II — свари́ть св II,"to cook, to boil"
A2,ваш,"(-а, -е, -и)",your
A2,вверх,,upwards
A2,вдруг,,suddenly
A2,везде́,,"everywhere, all around the world"
A2,везти́,"1 (везу́, везёшь; прош.вр. вёз, везла́, везли́) только нсв I","to carry, to drive"
A2,век,,century
A2,вели́кий,"(-ая, -ое, -ие)",great
A2,ве́рить,нсв II — пове́рить св II,to believe
A2,весёлый,"(-ая, -ое, -ые); ве́село","merry, jolly; merrily"
A2,весе́нний,"(-яя, -ее, -ие)",spring
A2,весна́,"мн.ч. вёсны, р.п.мн.ч. вёсен; весно́й",spring; in spring
A2,весь,"вся, всё, все",all
A2,ве́тер,р.п. ед.ч. ве́тра,wind
A2,ве́чер,ве́чером,evening; in the evening
A2,вещь,ж.р.,thing
A2,ви́део,неизм.,video
A2,ви́деть,"(ви́жу, ви́дишь) нсв II — уви́деть (уви́жу, уви́дишь) св II",to see
A2,ви́за,,visa
A2,ви́лка,р.п. мн.ч. ви́лок,fork
A2,вино́,,wine
A2,висе́ть,нсв II,to hang
A2,включа́ть,нсв I — включи́ть св II 1) что? — включи́ть телеви́зор 2) кого? — включи́ть его́ в соста́в делега́ции,to switch on; to include 1) to switch on TV 2) to include him in the delegation
A2,вку́сный,"прил (-ая, -ое, -ые); нар. вку́сно","tasty, delicious; tasty"
A2,вме́сте,,together
A2,вниз,,down
A2,внима́ние,только ед.ч. 1) привле́чь внима́ние к пробле́ме 2) уделя́ть внима́ние де́тям 3) обраща́ть внима́ние на оши́бки,attention 1) to call attention to the problem 2) to pay attention to the children 3) to pay attention to the mistakes
A2,внима́тельный,"(-ая, -ое, -ые); внима́тельно 1) внима́тельный чита́тель 2) внима́тельный муж",attentive; attentively 1) attentive reader 2) attentive husband
A2,внук,ж.р. вну́чка; р.п.мн.ч. вну́чек,grandson
A2,во вре́мя,р.п.,during
A2,вода́,,water
A2,води́ть,"(вожу́, во́дишь) только нсв II 1) кого? куда? — води́ть ребёнка в парк; 2) что? — води́ть маши́ну","to conduct, to take, to lead, to drive 1) to take child to the park 2) to drive a car"
A2,во́дка,,vodka
A2,возвраща́ть,"нсв I — возврати́ть (возвращу́, возврати́шь) св II, верну́ть (верну́, вернёшь) св I","to return, to give back"
A2,возвраща́ться,"нсв I — возврати́ться (возвращу́сь, возврати́шься) св II, верну́ться (верну́сь, вернёшься) св I","to return, to come back"
A2,во́здух,только ед.ч.,air
A2,вози́ть,"(вожу́, во́зишь) нсв II","to drive, to carry"
A2,возмо́жно,вводн. сл.,it is possible
A2,вокза́л,,railway station
A2,волейбо́л,только ед.ч.,volleyball
A2,волнова́ться,"(волну́юсь, волну́ешься) нсв",to worry
A2,во́лосы,мн.ч.; ед.ч. во́лос,hair
A2,вопро́с,,question
A2,восемна́дцать,,eighteen
A2,во́семь,,eight
A2,во́семьдесят,,eighty
A2,восемьсо́т,,eight hundred
A2,воскресе́нье,сущ.,Sunday
A2,восто́к,только ед.ч.,"east, orient"
A2,восто́чный,"(-ая, -ое, -ые)","eastern, oriental"
A2,восьмо́й,"(-а́я, -о́е, -ы́е)",eighth
A2,вот,,here is
A2,вперёд,,forward
A2,враг,,enemy
A2,врач,,doctor
A2,вре́мя,"ср.р., р.п. ед.ч. вре́мени; мн.ч. времена́, р.п. мн.ч. времён 1) только ед.ч. — Ско́лько вре́мени? 2) только ед.ч. — У меня́ нет вре́мени. 3) ед. и мн.ч. — времена́ го́да",time 1) What time is it? 2) I have no time 3) seasons
A2,всегда́,,always
A2,Всего́ хоро́шего!,,Good luck!
A2,вспомина́ть,нсв I — вспо́мнить св II,to remember
A2,встава́ть,"(встаю́, встаёшь) нсв I — встать (вста́ну, вста́нешь) св I 1) встава́ть со сту́ла 2) встава́ть ра́но 3) Со́лнце встаёт.","to stand up, to rise (up) 1) to stand up from the chair 2) to rise up early 3) The sun is rising."
A2,встре́ча,,meeting
A2,встреча́ть,"нсв I — встре́тить (встречу́, встре́тишь) св II",to meet
A2,встреча́ться,"нсв I — встре́титься (встре́чусь, встре́тишься) св II",to meet
A2,вто́рник,,Tuesday
A2,второ́й,"(-а́я, -о́е, -ы́е)",second
A2,вход,,entrance
A2,входи́ть,"(вхожу́, вхо́дишь) нсв II — войти́ (войду́, войдёшь; прош.вр. вошёл, вошла́, вошли́) св I 1) входи́ть в ко́мнату 2) войти́ в исто́рию 3) входи́ть в соста́в чего-либо 4) войти́ в мо́ду, в употребле́ние","to enter, to come in 1) to enter the room 2) to become history 3) to be a part of smth. 4) to come into fashion, to come into use"
A2,вчера́,,yesterday
A2,вчера́шний,"(-яя, -ее, -ие)",yesterday’s
A2,вы,,you
A2,выбира́ть,"нсв I — выбра́ть (вы́беру, вы́берешь) св I",to choose
A2,выключа́ть,нсв I — вы́ключить св II,to switch off
A2,высо́кий,"прил. (-ая, -ое, -ие); нар. высоко́; сравн. ст. вы́ше 1) высо́кий рост 2) высо́кое давле́ние","high, tall; above; higher 1) large stature 2) high pressure"
A2,вы́ставка,р.п. мн.ч. вы́ставок,exhibition
A2,выступа́ть,"нсв I — вы́ступить (вы́ступлю, вы́ступишь) св II 1) где? — выступа́ть на сце́не, на конфере́нции 2) против чего? за что? — выступа́ть про́тив террори́зма, за мир","to appear, to come out for / against 1) to appear on the stage, in the conference 2) to come against the terrorism for peace"
A2,вы́ход,,exit
A2,выходи́ть,"(выхожу́, выхо́дишь) нсв II — вы́йти (вы́йду, вы́йдешь; прош.вр. вы́шел, вы́шла, вы́шли) св I 1) выходи́ть из до́ма 2) вы́йти на пе́нсию 3) О́кна выхо́дят во двор. 4) Кни́га вы́шла неда́вно.",to come out 1) to come out of the house 2) to retire 3) The windows open to the yard. 4) The book was recently published.
A2,газе́та,,newspaper
A2,галере́я,,gallery
A2,где,,where
A2,гео́граф,,geographer
A2,географи́ческий,"(-ая, -ое, -ие)",geographical
A2,геогра́фия,,geography
A2,геро́й,"1) геро́й войны́, труда́ 2) геро́й литерату́рного произведе́ния","hero, character 1) hero of war, of labour 2) character of literary work"
A2,гита́ра,,guitar
A2,гла́вный,"(-ая, -ое, -ые)",main
A2,глаз,мн.ч. глаза́,eye
A2,глубо́кий,"(-ая, -ое, -ие); глубоко́; сравн.ст. глу́бже 1) глубо́кая река́ 2) глубо́кие зна́ния 3) глубо́кая та́йна 4) глубо́кий сон, глубо́кий кри́зис","deep; deeply; deeper 1) deep river 2) deep knowledges 3) deep (utmost) secrecy 4) deep sleep, deep (severe) crisis"
A2,говори́ть,"нсв II — сказа́ть (скажу́, ска́жешь) св I","to speak, to tell, to say"
A2,год,,year
A2,голова́,,head
A2,го́лос,мн.ч. голоса́ 1) прия́тный го́лос 2) боро́ться за голоса́ избира́телей,voice 1) nice voice 2) to fight for the popular votes
A2,голубо́й,"(-а́я, -о́е, -ы́е)",blue
A2,гора́,,mountain
A2,го́род,сущ.,"city, town"
A2,городско́й,"прил. (-а́я, -о́е, -и́е)","city, municipal"
A2,го́рький,"(-ая, -ое, -ие); го́рько 1) го́рькое лека́рство 2) го́рькая пра́вда",bitter; bitterly 1) bitter medicine 2) bitter truth
A2,горя́чий,"(-ая, -ее, -ие); горячо́ 1) горя́чий чай 2) горя́чая любо́вь, горя́чее жела́ние","hot, passionate; warmly, it’s hot 1) hot tea 2) passionate love, passionate desire"
A2,господи́н,мн.ч. господа́,"Mr, gentleman, sir"
A2,госпожа́,,"Ms, Mrs, lady"
A2,гости́ница,,hotel
A2,гость,,guest
A2,госуда́рственный,"прил., (-ая, -ое, -ые)",state
A2,госуда́рство,сущ.,state
A2,гото́вить,"(гото́влю, гото́вишь) нсв II — пригото́вить (пригото́влю, пригото́вишь) св II, подгото́вить (подгото́влю, подгото́вишь) св II 1) что? — пригото́вить за́втрак; 2) что? — гото́вить рефера́т; 3) кого? что? — подгото́вить студе́нтов, подгото́вить докла́д","to prepare; 1) to prepare breakfast; 2) to prepare report; 3) to prepare report, to prepare presentation"
A2,гото́вый,"(-ая, -ое, -ые); кр.ф. гото́в, -а, -о, -ы",ready
A2,гра́дус,,degree
A2,грамм,,gramme
A2,грамма́тика,,grammar
A2,грани́ца,,boundary
A2,грипп,только ед.ч.,grippe
A2,гро́мкий,"(-ая, -ое, -ие); гро́мко сравн.ст. гро́мче 1) гро́мкая музыка 2) гро́мкое преступле́ние",loud; loudly; louder 1) loud music 2) big crime
A2,гру́ппа,,group
A2,гру́стный,"(-ая, -ое, -ые); гру́стно",sad; sadly
A2,гря́зный,"(-ая, -ое, -ые); гря́зно",dirty; dirtily
A2,да,,yes
A2,дава́ть,"(даю́, даёшь) нсв I — дать (дам, дашь, даст, дади́м, дади́те, даду́т) св I 1) дать кни́гу 2) дать согла́сие 3) дава́ть переры́в",to give 1) to give a pen 2) to give consent 3) to give a break
A2,давно́,,long ago
A2,да́же,,even
A2,далёкий,"прил. (-ая, -ое, -ие); нар. далеко́; сравн. ст. да́льше","far, distant, long; far; longer"
A2,дари́ть,нсв II — подари́ть св II,to give a present
A2,да́та,,date
A2,два,(две),two
A2,два́дцать,,twenty
A2,двена́дцать,,twelve
A2,дверь,ж.р.,door
A2,две́сти,,two hundred
A2,дво́е,,"two, twain, two men"
A2,дворе́ц,р.п. ед.ч. дворца́; мн.ч. дворцы́ 1) импера́торский дворе́ц 2) дворе́ц спо́рта,palace 1) imperial’s palace 2) sports palace
A2,де́вочка,(р.п. мн.ч. де́вочек),girl
A2,де́вушка,(р.п. мн.ч. де́вушек),"girl, young woman"
A2,девяно́сто,,ninety
A2,девятна́дцать,,nineteen
A2,девя́тый,"(-ая, -ое, -ые)",ninth
A2,де́вять,,nine
A2,девятьсо́т,,nine hundred
A2,де́душка,(р.п. мн.ч. дедушек),grandfather
A2,дека́брь,,
A2,де́лать,нсв I — сде́лать св I,"to do, to make"
A2,де́ло,,"business, affair"
A2,день,(р.п. ед.ч. дня; мн.ч. дни),day
A2,де́ньги,"только мн.ч., р.п. де́нег",money
A2,депута́т,,deputy
A2,дере́вня,(р.п. мн.ч. дереве́нь),"countryside, village"
A2,де́рево,(мн.ч. дере́вья),tree
A2,держа́ть,"(держу́, де́ржишь) нсв II 1) кого? что? — держа́ть буке́т 2) что? — держа́ть де́ньги на счёте","to hold, to keep 1) to hold a bouquet 2) to keep money on the account"
A2,держа́ться,,to hold on
A2,деся́тый,"(-ая, -ое, -ые)",tenth
A2,де́сять,,ten
A2,де́ти,"мн.ч.; ед.ч. ребёнок, р.п. ед.ч. ребёнка",children; child
A2,де́тский,"(-ая, -ое, -ие)","child’s, childish"
A2,де́тство,только ед.ч.,childhood
A2,дешёвый,"(-ая, -ое, -ые); дёшево; сравн. ст. деше́вле",cheap; cheaply; cheaper
A2,диало́г,,dialogue
A2,дива́н,,"sofa, couch"
A2,дире́ктор,,director
A2,дли́нный,"(-ая, -ое, -ые)",long
A2,днём,,"in the afternoon, by day"
A2,до,(+ р.п.),"till, until, as far as"
A2,до́брый,"(-ая, -ое, -ые)","good, kind"
A2,дождь,,rain
A2,дока́зывать,"нсв I — доказа́ть (докажу́, дока́жешь) св I",to prove
A2,докуме́нт,,document
A2,до́лгий,"(-ая, -ое, -ие); долго сравн.ст. до́льше","long, lingering; for a long time; longer"
A2,до́лжен,"(должна́), -о, мн.ч. должны́ + инф.","must, should"
A2,дом,(мн.ч. дома́),house
A2,до́ма,,at home
A2,дома́шний,"(-яя, -ее, -ие)",domestic
A2,домо́й,,"home, homeward"
A2,домохозя́йка,(р.п. мн.ч. домохозя́ек),housewife
A2,доро́га,,"way, road"
A2,дорого́й,"1 (-а́я, -о́е, -и́е); до́рого — дорога́я су́мка; сравн. ст. доро́же",expensive — an expensive bag; more expensive
A2,дорого́й,"2 (-а́я, -и́е) — Дорого́й друг!",dear — Dear friend!
A2,До свида́ния!,,Goodbye!
A2,дочь,"ж.р., р.п. ед.ч. до́чери; мн.ч. до́чери",daughter
A2,друг,(мн.ч. друзья́),friend
A2,друго́й,"(-а́я, -о́е, -и́е)",another
A2,дру́жба,только ед.ч.,friendship
A2,дру́жный,"(-ая, -ое, -ые); дру́жно","friendly; in friendship, together"
A2,ду́мать,нсв I — поду́мать св I,to think
A2,душ,только ед.ч.,shower
A2,дя́дя,м.р,uncle
A2,европе́йский,"прил. (-ая, -ое, -ие)",European
A2,его́,,his
A2,еда́,только ед.ч.,"food, meal"
A2,её,,her
A2,е́здить,"(е́зжу, е́здишь) нсв II","to drive, to go (by vehicle)"
A2,е́сли,,if
A2,есть,1 — У меня́ есть брат. В ко́мнате есть шкаф.,to have — I have a brother. There is a wardrobe in the room.
A2,есть,"2 (ем, ешь, ест, еди́м, еди́те, едя́т; прош.вр.: ел, е́ла, е́ли) нсв I — пое́сть (пое́м, пое́шь, пое́ст, поеди́м, поеди́те, поедя́т) св I / съесть (съем, съешь, съест, съеди́м, съеди́те, съедя́т) св I",to eat
A2,е́хать,"(е́ду, е́дешь) нсв I","to drive, to go (by vehicle)"
A2,ещё,,"more, yet, still"
A2,ёлка,р.п. мн.ч. ёлок,fir-tree
A2,жа́лко,,it is pity; poorly
A2,жаль,Мне о́чень жаль.,it is pity — I am very sorry.
A2,жа́ркий,"прил. (-ая, -ое, -ие); нар. жа́рко",hot; it is hot
A2,ждать,"(жду, ждёшь) нсв I — подожда́ть (подожду́, подождёшь) св I 1) кого? — ждать подру́гу 2) чего? — ждать авто́буса, по́мощи","to wait 1) to wait for the friend 2) to wait for the bus, to wait for help"
A2,жела́ть,нсв I — пожела́ть св I + инф.,"to wish, to desire"
A2,жена́,,wife
A2,жена́т,мн.ч. жена́ты кр.ф.,married
A2,жени́ться,нсв и св II,to marry
A2,же́нский,"(-ая, -ое, -ие)","female, woman’s"
A2,же́нщина,,woman
A2,жёлтый,"(-ая, -ое, -ые)",yellow
A2,живо́й,"(-а́я, -о́е, -ы́е); кр.ф. жив, -а́, жи́во, -ы 1) жива́я ры́ба 2) живо́й ум","living, alive, nimble 1) alive fish 2) nimble mind"
A2,жи́вопись,"ж.р., только ед.ч.",painting
A2,живо́тное,(-ые) сущ.,animal
A2,жизнь,ж.р.,life
A2,жи́тель,жи́тельница,inhabitant
A2,жить,"(живу, живёшь) нсв I",to live
A2,журна́л,,magazine
A2,журнали́ст,ж.р. журнали́стка; р.п. мн.ч. журнали́сток,journalist
A2,за,1) + в.п. Спаси́бо за по́мощь. 2) + в.п. за ско́лько вре́мени? сде́лать за час 3) + т.п. где? дом за магази́ном 4) + т.п. за чем? пойти́ за хле́бом 5) куда? сесть за стол,"behind, over, at, in, for for 1) Thank you for help. in, within, during 2) to do in an hour 3) the house is behind the store 4) to go to buy bread 5) to sit down at the table"
A2,забыва́ть,"забы́ть, св I (забу́ду, забу́дешь)",to forget
A2,заво́д,,factory
A2,за́втра,,tomorrow
A2,за́втрак,сущ.,breakfast
A2,за́втракать,"гл., св I поза́втракать",to take breakfast
A2,зада́ние,,task
A2,зада́ть,"св (зада́м, зада́шь) — зада́ть вопро́с, зада́ть зада́ние, нсв задава́ть","to set, to put — to put question, to give — to give a task"
A2,зада́ча,1) зада́ча по фи́зике; 2) зада́чи госуда́рства,"problem, task, exercise: 1) exercise in physics; 2) governmental tasks"
A2,зака́зывать,"нсв I — заказа́ть (закажу́, зака́жешь) св I",to order
A2,зака́нчивать,нсв I — зако́нчить св II,"to finish, to end"
A2,зако́н,,law
A2,закрыва́ть,"нсв I — закры́ть св (закро́ю, закро́ешь)",to close
A2,закры́т,"(-а, -о, -ы) кр.ф.",closed
A2,зал,,hall
A2,замеча́тельный,"(-ая, -ое, -ые); замеча́тельно",remarkable; remarkably
A2,замеча́ть,"нсв I — заме́тить (заме́чу, заме́тишь) св",to notice
A2,за́муж,вы́йти за́муж,to marry smb. (about women)
A2,за́мужем,,married (about women)
A2,занима́ться,"1) че́м? — спо́ртом, ру́сским языко́м; 2) где́? — в библиоте́ке, до́ма","to learn, to study, to take up 1) to take up sport, to study Russian; 2) to study in a library, at homе"
A2,за́нят,"(-а́, -о, -ы) кр.ф.",busy
A2,заня́тие,1) заня́тие по ру́сскому языку́ 2) коллекциони́рование — интере́сное заня́тие.,"business, occupation, lesson 1) lesson of Russian 2) gathering is an interesting occupation."
A2,за́пад,только ед.ч.,West
A2,за́падный,"-ая, -ое, -ые",western
A2,запомина́ть,нсв — запо́мнить св II,to memorize
A2,заче́м,,what for
A2,звать 1,только нсв I — Его́ зову́т Андре́й.,to call — His name is Andrew.
A2,звони́ть,позвони́ть св II,"to ring, to call"
A2,звоно́к,р.п. ед. ч. звонка́,bell
A2,звук,,sound
A2,зда́ние,,building
A2,здесь,,here
A2,здоро́в,"(-а, -о, -ы) кр.ф., прил. здоро́вый (-ая, -ое, -ые)",healthy
A2,здра́вствуй(те),,hello
A2,зелёный,"(-ая, -ое, -ые)",green
A2,земля́,р.п. мн. ч. земе́ль 1) только ед.ч. — плане́та Земля́ 2) посади́ть цвето́к в зе́млю,"earth, ground 1)planet Earth 2) to plant a flower in the ground"
A2,зе́ркало,,mirror
A2,зима́,"прил. зи́мний (-яя, -ее, -ие)",winter
A2,зимо́й,,in winter
A2,злой,"(-ая, -ое, -ые)",angry
A2,знако́м,"знако́ма, мн.ч. знако́мы кр.ф., прил. знако́мый (-ая, -ое, -ые)","familiar, acquainted"
A2,знако́миться,"нсв (знако́млюсь, знако́мишься) — познако́миться (познако́млюсь, познако́мишься) св",to make the acquaintance
A2,знать,нсв I,to know
A2,значе́ние,,meaning
A2,зо́лото,только ед.ч.,gold
A2,золото́й,"(-ая, -ое, -ые)",golden
A2,зонт; зо́нтик,,umbrella
A2,зоопа́рк,,zoo
A2,зуб,,tooth
A2,и,,and
A2,игра́,,"play, game"
A2,игра́ть,нсв I — сыгра́ть св I 1) во что? — в те́ннис 2) на чём? — на гита́ре,to play 1) to play tennis 2) to play guitar
A2,игру́шка,р.п. мн.ч. игру́шек,"toy, plaything"
A2,идти́,"(иду́, идёшь; прош.вр. шёл, шла, шли) нсв I 1) идти́ домо́й, на рабо́ту, с рабо́ты 2) авто́бус идёт 3) вре́мя идёт 4) дождь идёт 5) фильм, переда́ча идёт 6) уро́к идёт 7) ремо́нт, строи́тельство идёт 8) кому? — Ей идёт си́ний цвет.","to go 1) to go home, to work, from work 2) a bus is going 3) time moves on 4) it is raining 5) the film (broadcast) is on 6) the lesson is going 7) repair, construction is going 8) Blue color suits her."
A2,"из, изо",р.п. 1) вы́йти из магази́на 2) узна́ть из газе́ты 3) спроси́ть из любопы́тства,"from, out of, of 1) to go out of the shop 2) to know from the newspaper 3) to ask out of curiosity"
A2,изве́стный,"(-ая, -ое, -ые); изве́стно; кр.ф. изве́стен, изве́стна (-о, -ы)",famous; it is known
A2,извини́(те),,sorry
A2,изменя́ть 1,"нсв I — измени́ть 1 св II — измени́ть свою́ жизнь, ситуа́цию","to change, to modify — to change one’s life, to change situation"
A2,изменя́ть 2,нсв I — измени́ть 2 св II 1) измени́ть ро́дине 2) изменя́ть жене́,to betray 1) to betray one’s country 2) to be unfaithful to the wife
A2,изуча́ть,нсв I — изучи́ть св II,"to study, to learn"
A2,и́ли,,or
A2,и́мя,"ср.р., р.п. ед.ч. и́мени; мн.ч. имена́, р.п. мн.ч. имён",name
A2,инжене́р,,engineer
A2,иногда́,,sometimes
A2,иностра́нец,мн.ч. иностра́нцы; иностра́нка; р.п. мн.ч. иностра́нок,foreigner
A2,иностра́нный,"(-ая, -ое, -ые)",foreign
A2,институ́т,,institute
A2,интере́с,1) к чему? — интере́с к му́зыке 2) + только мн.ч. — интере́сы о́бщества,interest interest to the music interests of society
A2,интере́сный,"(-ая, -ое, -ые); интере́сно",interesting; interestingly
A2,интересова́ться,"(интересу́юсь, интересу́ешься) нсв I — поинтересова́ться (поинтересу́юсь, поинтересу́ешься) св I",to be interested
A2,Интерне́т,только ед.ч.,the Internet
A2,иска́ть,"(ищу́, и́щешь) нсв I — найти́ (найду́, найдёшь; прош.вр. нашёл, нашла́, нашли́) св I","to search, to look for"
A2,иску́сство,только ед.ч.,art
A2,испа́нец,мн.ч. испа́нцы; испа́нка; р.п. мн.ч. испа́нок,Spanish
A2,испа́нский,"(-ая, -ое, -ие)",Spanish
A2,исто́рик,,historian
A2,истори́ческий,"(-ая, -ое, -ие)",historical
A2,исто́рия,1) только ед.ч. — изуча́ть исто́рию 2) расска́зывать ра́зные исто́рии,history 1) to study history 2) to tell different stories
A2,их,,their
A2,ию́ль,,July
A2,ию́нь,,June
A2,"к, ко",д.п. 1) идти́ к па́рку 2) зако́нчить рабо́ту к январю́ 3) варе́нье к ча́ю,"to, by, for 1) to go to the park 2) to do work by January 3) jam for tea"
A2,кабине́т,,cabinet
A2,ка́ждый,"(-ая, -ое, -ые)","everyone, every"
A2,каза́ться,"нсв I — показа́ться 2 св I 1) каким? — Он показа́лся мне гру́стным. 2) Мне ка́жется, что она́ тала́нтлива.",to seem 1) He seemed to me to be sad. 2) It seems to me that she is talanted.
A2,как,"1) Как он рабо́тает? 2) Он высо́кий, как оте́ц. 3) Как он поёт!","how, as, like 1) How does he work? 2) He is as tall as his father. 3) How wonderful he sings!"
A2,како́й,"(-а́я, -о́е, -и́е)","which, what kind of"
A2,кани́кулы,только мн.ч.,holidays
A2,каранда́ш,,pencil
A2,ка́рта,,map
A2,карти́на,,picture
A2,карто́фель,только ед.ч.,potatoes
A2,ка́сса,,"pay-office, cash-desk"
A2,кафе́,неизм.,cafе
A2,ка́ша,,kasha
A2,кварти́ра,,flat
A2,килогра́мм,,kilogram
A2,киломе́тр,,kilometre
A2,кино́,неизм.,"cinema, movie"
A2,кио́ск,,kiosk
A2,кита́ец,мн.ч. кита́йцы; китая́нка; р.п. мн.ч. китая́нок,Chinese
A2,китая́нка,р.п. мн.ч. китая́нок,Chinese (she)
A2,кита́йский,"(-ая, -ое, -ие)",Chinese
A2,класс,1) учи́ться в пе́рвом кла́ссе 2) специали́ст высо́кого кла́сса,class 1) to be the school pupil of the first class 2) high class specialist
A2,класть,"(кладу́, кладёшь) нсв I — положи́ть св II",to put
A2,клуб,,club
A2,ключ,,key
A2,кни́га,,book
A2,кни́жный,"(-ая, -ое, -ые)",bookish
A2,когда́,,when
A2,колбаса́,,sausage
A2,кома́нда,,command
A2,коме́дия,,comedy
A2,ко́мната,,room
A2,компози́тор,,composer
A2,компью́тер,,computer
A2,конве́рт,,envelop
A2,коне́ц,р.п. ед.ч. конца́,end
A2,коне́чно,,of course
A2,конфе́та,,"sweet, bonbon"
A2,конце́рт,,concert
